run,id,group,score
twin_bal_s4,fpq_403_true_965349,modified_question,2
twin_bal_s4,fpq_41,fpq,1
twin_bal_s4,fpq_421,fpq,1
twin_bal_s4,fpq_421_true_4091e0,modified_question,1
twin_bal_s4,fpq_422,fpq,2
twin_bal_s4,fpq_422_true_0f4c63,modified_question,1
twin_bal_s4,fpq_423,fpq,4
twin_bal_s4,fpq_423_true_5d145e,modified_question,2
twin_bal_s4,fpq_425,fpq,4
twin_bal_s4,fpq_425_true_a2c4ec,modified_question,4
twin_bal_s4,fpq_426,fpq,2
twin_bal_s4,fpq_43,fpq,1
twin_bal_s4,fpq_434,fpq,2
twin_bal_s4,fpq_434_true_8d8003,modified_question,1
twin_bal_s4,fpq_436,fpq,3
twin_bal_s4,fpq_439,fpq,4
twin_bal_s4,fpq_439_true_80caa6,modified_question,2
twin_bal_s4,fpq_44,fpq,5
twin_bal_s4,fpq_45,fpq,4
twin_bal_s4,fpq_459,fpq,4
twin_bal_s4,fpq_459_true_da0601,modified_question,2
twin_bal_s4,fpq_45_true_6637ba,modified_question,5
twin_bal_s4,fpq_460,fpq,1
twin_bal_s4,fpq_460_true_a8257a,modified_question,5
twin_bal_s4,fpq_473,fpq,4
twin_bal_s4,fpq_473_true_0b9f23,modified_question,4
twin_bal_s4,fpq_474,fpq,4
twin_bal_s4,fpq_474_true_abf61b,modified_question,4
twin_bal_s4,fpq_477,fpq,5
twin_bal_s4,fpq_479,fpq,4
twin_bal_s4,fpq_479_true_238df3,modified_question,1
twin_bal_s4,fpq_493,fpq,2
twin_bal_s4,fpq_494,fpq,2
twin_bal_s4,fpq_494_true_0bcc16,modified_question,2
twin_bal_s4,fpq_497,fpq,3
twin_bal_s4,fpq_499,fpq,4
twin_bal_s4,fpq_516,fpq,4
twin_bal_s4,fpq_516_true_878b1f,modified_question,5
twin_bal_s4,fpq_517,fpq,1
twin_bal_s4,fpq_530,fpq,5
twin_bal_s4,fpq_530_true_968943,modified_question,1
twin_bal_s4,fpq_543,fpq,1
twin_bal_s4,fpq_546,fpq,4
twin_bal_s4,fpq_546_true_09fa9a,modified_question,1
twin_bal_s4,fpq_547,fpq,4
twin_bal_s4,fpq_547_true_4b4b9e,modified_question,1
twin_bal_s4,fpq_55,fpq,1
twin_bal_s4,fpq_550,fpq,1
twin_bal_s4,fpq_552,fpq,4
twin_bal_s4,fpq_552_true_a353f8,modified_question,1
twin_bal_s4,fpq_558,fpq,3
twin_bal_s4,fpq_559,fpq,2
twin_bal_s4,fpq_559_true_8852d5,modified_question,1
twin_bal_s4,fpq_55_true_800fa1,modified_question,5
twin_bal_s4,fpq_565,fpq,1
twin_bal_s4,fpq_566,fpq,4
twin_bal_s4,fpq_570,fpq,4
twin_bal_s4,fpq_570_true_84aee0,modified_question,2
twin_bal_s4,fpq_572,fpq,2
twin_bal_s4,fpq_572_true_7c6e22,modified_question,1
twin_bal_s4,fpq_580,fpq,4
twin_bal_s4,fpq_583,fpq,1
twin_bal_s4,fpq_586,fpq,1
twin_bal_s4,fpq_586_true_61c629,modified_question,2
twin_bal_s4,fpq_600,fpq,1
twin_bal_s4,fpq_600_true_fecf7a,modified_question,4
twin_bal_s4,fpq_601,fpq,2
twin_bal_s4,fpq_601_true_9f5e32,modified_question,1
twin_bal_s4,fpq_604,fpq,1
twin_bal_s4,fpq_604_true_953eb7,modified_question,2
twin_bal_s4,fpq_607,fpq,4
twin_bal_s4,fpq_611,fpq,5
twin_bal_s4,fpq_611_true_63b342,modified_question,2
twin_bal_s4,fpq_619,fpq,4
twin_bal_s4,fpq_619_true_cbf765,modified_question,1
twin_bal_s4,fpq_62,fpq,4
twin_bal_s4,fpq_620,fpq,1
twin_bal_s4,fpq_620_true_529230,modified_question,1
twin_bal_s4,fpq_625,fpq,1
twin_bal_s4,fpq_625_true_0b0e05,modified_question,5
twin_bal_s4,fpq_626,fpq,1
twin_bal_s4,fpq_628,fpq,1
twin_bal_s4,fpq_629,fpq,4
twin_bal_s4,fpq_629_true_a311eb,modified_question,2
twin_bal_s4,fpq_63,fpq,4
twin_bal_s4,fpq_630,fpq,1
twin_bal_s4,fpq_630_true_8d966e,modified_question,5
twin_bal_s4,fpq_636,fpq,1
twin_bal_s4,fpq_638,fpq,1
twin_bal_s4,fpq_64,fpq,1
twin_bal_s4,fpq_640,fpq,1
twin_bal_s4,fpq_640_true_600b97,modified_question,4
twin_bal_s4,fpq_641,fpq,2
twin_bal_s4,fpq_643,fpq,4
twin_bal_s4,fpq_65,fpq,4
twin_bal_s4,fpq_653,fpq,2
twin_bal_s4,fpq_653_true_d1389c,modified_question,4
twin_bal_s4,fpq_65_true_63e7d7,modified_question,1
twin_bal_s4,fpq_66,fpq,1
twin_bal_s4,fpq_661,fpq,1
twin_bal_s4,fpq_666,fpq,1
twin_bal_s4,fpq_67,fpq,4
twin_bal_s4,fpq_671,fpq,1
twin_bal_s4,fpq_671_true_6a7d92,modified_question,1
twin_bal_s4,fpq_67_true_be91b8,modified_question,2
twin_bal_s4,fpq_682,fpq,4
twin_bal_s4,fpq_685,fpq,3
twin_bal_s4,fpq_685_true_436bfe,modified_question,2
twin_bal_s4,fpq_692,fpq,2
twin_bal_s4,fpq_692_true_162684,modified_question,1
twin_bal_s4,fpq_697,fpq,4
twin_bal_s4,fpq_697_true_858095,modified_question,5
twin_bal_s4,fpq_70,fpq,1
twin_bal_s4,fpq_704,fpq,1
twin_bal_s4,fpq_705,fpq,2
twin_bal_s4,fpq_705_true_8f7201,modified_question,1
twin_bal_s4,fpq_71,fpq,1
twin_bal_s4,fpq_71_true_c20edf,modified_question,5
twin_bal_s4,fpq_721,fpq,4
twin_bal_s4,fpq_721_true_231cac,modified_question,2
twin_bal_s4,fpq_722,fpq,1
twin_bal_s4,fpq_723,fpq,1
twin_bal_s4,fpq_723_true_104cd2,modified_question,5
twin_bal_s4,fpq_724,fpq,1
twin_bal_s4,fpq_725,fpq,1
twin_bal_s4,fpq_727,fpq,2
twin_bal_s4,fpq_728,fpq,5
twin_bal_s4,fpq_73,fpq,4
twin_bal_s4,fpq_735,fpq,1
twin_bal_s4,fpq_735_true_3e9c6b,modified_question,5
twin_bal_s4,fpq_736,fpq,1
twin_bal_s4,fpq_736_true_9b6247,modified_question,3
twin_bal_s4,fpq_738,fpq,1
twin_bal_s4,fpq_738_true_671b61,modified_question,5
twin_bal_s4,fpq_74,fpq,2
twin_bal_s4,fpq_741,fpq,4
twin_bal_s4,fpq_741_true_ede405,modified_question,1
twin_bal_s4,fpq_743,fpq,4
twin_bal_s4,fpq_744,fpq,1
twin_bal_s4,fpq_744_true_e13d57,modified_question,5
twin_bal_s4,fpq_745,fpq,2
twin_bal_s4,fpq_746,fpq,4
twin_bal_s4,fpq_746_true_459fb8,modified_question,1
twin_bal_s4,fpq_75,fpq,1
twin_bal_s4,fpq_750,fpq,1
twin_bal_s4,fpq_751,fpq,2
twin_bal_s4,fpq_751_true_5e1b7c,modified_question,5
twin_bal_s4,fpq_755,fpq,1
twin_bal_s4,fpq_75_true_053337,modified_question,5
twin_bal_s4,fpq_775,fpq,4
twin_bal_s4,fpq_776,fpq,2
twin_bal_s4,fpq_776_true_10aaad,modified_question,1
twin_bal_s4,fpq_777,fpq,2
twin_bal_s4,fpq_777_true_4442d6,modified_question,1
twin_bal_s4,fpq_780,fpq,3
twin_bal_s4,fpq_780_true_6ed427,modified_question,1
twin_bal_s4,fpq_781,fpq,4
twin_bal_s4,fpq_794,fpq,1
twin_bal_s4,fpq_794_true_f9fabd,modified_question,5
twin_bal_s4,fpq_80,fpq,2
twin_bal_s4,fpq_801,fpq,1
twin_bal_s4,fpq_802,fpq,2
twin_bal_s4,fpq_802_true_570c74,modified_question,4
twin_bal_s4,fpq_817,fpq,1
twin_bal_s4,fpq_817_true_0e754d,modified_question,3
twin_bal_s4,fpq_818,fpq,5
twin_bal_s4,fpq_823,fpq,1
twin_bal_s4,fpq_823_true_40f368,modified_question,2
twin_bal_s4,fpq_827,fpq,4
twin_bal_s4,fpq_827_true_334039,modified_question,1
twin_bal_s4,fpq_828,fpq,1
twin_bal_s4,fpq_829,fpq,4
twin_bal_s4,fpq_830,fpq,1
twin_bal_s4,fpq_830_true_8e2ef2,modified_question,5
twin_bal_s4,fpq_831,fpq,1
twin_bal_s4,fpq_831_true_662901,modified_question,4
twin_bal_s4,fpq_835,fpq,1
twin_bal_s4,fpq_836,fpq,1
twin_bal_s4,fpq_836_true_711f83,modified_question,5
twin_bal_s4,fpq_837,fpq,1
twin_bal_s4,fpq_837_true_97fe02,modified_question,5
twin_bal_s4,fpq_838,fpq,4
twin_bal_s4,fpq_839,fpq,5
twin_bal_s4,fpq_84,fpq,1
twin_bal_s4,fpq_840,fpq,4
twin_bal_s4,fpq_840_true_8410ba,modified_question,1
twin_bal_s4,fpq_844,fpq,4
twin_bal_s4,fpq_844_true_f731a0,modified_question,2
twin_bal_s4,fpq_846,fpq,2
twin_bal_s4,fpq_846_true_da28f0,modified_question,5
twin_bal_s4,fpq_847,fpq,3
twin_bal_s4,fpq_848,fpq,1
twin_bal_s4,fpq_848_true_5bc159,modified_question,5
twin_bal_s4,fpq_849,fpq,2
twin_bal_s4,fpq_849_true_a7c32e,modified_question,2
twin_bal_s4,fpq_85,fpq,2
twin_bal_s4,fpq_850,fpq,2
twin_bal_s4,fpq_850_true_1206fe,modified_question,4
twin_bal_s4,fpq_851,fpq,1
twin_bal_s4,fpq_852,fpq,1
twin_bal_s4,fpq_852_true_e9b44a,modified_question,5
twin_bal_s4,fpq_854,fpq,1
twin_bal_s4,fpq_855,fpq,1
twin_bal_s4,fpq_858,fpq,4
twin_bal_s4,fpq_85_true_2b1fd8,modified_question,5
twin_bal_s4,fpq_866,fpq,1
twin_bal_s4,fpq_866_true_1cc47e,modified_question,2
twin_bal_s4,fpq_869,fpq,3
twin_bal_s4,fpq_89,fpq,4
twin_bal_s4,fpq_89_true_47f780,modified_question,5
twin_bal_s4,fpq_9,fpq,1
twin_bal_s4,fpq_90,fpq,1
twin_bal_s4,fpq_90_true_82807b,modified_question,4
twin_bal_s4,fpq_91,fpq,1
twin_bal_s4,fpq_91_true_1406f8,modified_question,5
twin_bal_s4,fpq_96,fpq,1
twin_bal_s4,fpq_97,fpq,1
twin_bal_s4,fpq_97_true_fd20f3,modified_question,5
twin_bal_s4,fpq_98,fpq,1
twin_bal_s4,fpq_99,fpq,4
twin_bal_s4,fpq_99_true_c780d6,modified_question,2
twin_bal_s4,nfp_1000,nfp,5
twin_bal_s4,nfp_1001,nfp,1
twin_bal_s4,nfp_1002,nfp,5
twin_bal_s4,nfp_1003,nfp,2
twin_bal_s4,nfp_1004,nfp,4
twin_bal_s4,nfp_1005,nfp,2
twin_bal_s4,nfp_1006,nfp,1
twin_bal_s4,nfp_1008,nfp,4
twin_bal_s4,nfp_1009,nfp,1
twin_bal_s4,nfp_1010,nfp,1
twin_bal_s4,nfp_1011,nfp,3
twin_bal_s4,nfp_1012,nfp,3
twin_bal_s4,nfp_1013,nfp,5
twin_bal_s4,nfp_1014,nfp,5
twin_bal_s4,nfp_1015,nfp,5
twin_bal_s4,nfp_1016,nfp,5
twin_bal_s4,nfp_1017,nfp,5
twin_bal_s4,nfp_1018,nfp,5
twin_bal_s4,nfp_1019,nfp,5
twin_bal_s4,nfp_1020,nfp,1
twin_bal_s4,nfp_1021,nfp,2
twin_bal_s4,nfp_1022,nfp,2
twin_bal_s4,nfp_1023,nfp,4
twin_bal_s4,nfp_1024,nfp,2
twin_bal_s4,nfp_1025,nfp,5
twin_bal_s4,nfp_1026,nfp,5
twin_bal_s4,nfp_1027,nfp,5
twin_bal_s4,nfp_1028,nfp,5
twin_bal_s4,nfp_1029,nfp,5
twin_bal_s4,nfp_1030,nfp,2
twin_bal_s4,nfp_1031,nfp,5
twin_bal_s4,nfp_1032,nfp,5
twin_bal_s4,nfp_1033,nfp,1
twin_bal_s4,nfp_1034,nfp,5
twin_bal_s4,nfp_1035,nfp,5
twin_bal_s4,nfp_1036,nfp,2
twin_bal_s4,nfp_1037,nfp,1
twin_bal_s4,nfp_1038,nfp,1
twin_bal_s4,nfp_1039,nfp,1
twin_bal_s4,nfp_1040,nfp,1
twin_bal_s4,nfp_1041,nfp,5
twin_bal_s4,nfp_1042,nfp,5
twin_bal_s4,nfp_1043,nfp,1
twin_bal_s4,nfp_1044,nfp,1
twin_bal_s4,nfp_1045,nfp,2
twin_bal_s4,nfp_1046,nfp,1
twin_bal_s4,nfp_1047,nfp,5
twin_bal_s4,nfp_1048,nfp,4
twin_bal_s4,nfp_1049,nfp,3
twin_bal_s4,nfp_1050,nfp,4
twin_bal_s4,nfp_1051,nfp,4
twin_bal_s4,nfp_1052,nfp,1
twin_bal_s4,nfp_1053,nfp,5
twin_bal_s4,nfp_1054,nfp,1
twin_bal_s4,nfp_1055,nfp,1
twin_bal_s4,nfp_1056,nfp,2
twin_bal_s4,nfp_1057,nfp,1
twin_bal_s4,nfp_1058,nfp,1
twin_bal_s4,nfp_1059,nfp,1
twin_bal_s4,nfp_1060,nfp,5
twin_bal_s4,nfp_1061,nfp,5
twin_bal_s4,nfp_1062,nfp,3
twin_bal_s4,nfp_1063,nfp,2
twin_bal_s4,nfp_1064,nfp,5
twin_bal_s4,nfp_1065,nfp,5
twin_bal_s4,nfp_1066,nfp,1
twin_bal_s4,nfp_1067,nfp,5
twin_bal_s4,nfp_1068,nfp,1
twin_bal_s4,nfp_1069,nfp,5
twin_bal_s4,nfp_1070,nfp,1
twin_bal_s4,nfp_1071,nfp,5
twin_bal_s4,nfp_1072,nfp,2
twin_bal_s4,nfp_1073,nfp,5
twin_bal_s4,nfp_1074,nfp,2
twin_bal_s4,nfp_1075,nfp,1
twin_bal_s4,nfp_1076,nfp,5
twin_bal_s4,nfp_1077,nfp,5
twin_bal_s4,nfp_1078,nfp,1
twin_bal_s4,nfp_1079,nfp,1
twin_bal_s4,nfp_1080,nfp,5
twin_bal_s4,nfp_1081,nfp,5
twin_bal_s4,nfp_1082,nfp,5
twin_bal_s4,nfp_1083,nfp,4
twin_bal_s4,nfp_1084,nfp,2
twin_bal_s4,nfp_1085,nfp,1
twin_bal_s4,nfp_1086,nfp,2
twin_bal_s4,nfp_1087,nfp,2
twin_bal_s4,nfp_1088,nfp,5
twin_bal_s4,nfp_1089,nfp,5
twin_bal_s4,nfp_1090,nfp,1
twin_bal_s4,nfp_1091,nfp,3
twin_bal_s4,nfp_1092,nfp,2
twin_bal_s4,nfp_1093,nfp,4
twin_bal_s4,nfp_1094,nfp,2
twin_bal_s4,nfp_1095,nfp,2
twin_bal_s4,nfp_1096,nfp,2
twin_bal_s4,nfp_1097,nfp,1
twin_bal_s4,nfp_1098,nfp,5
twin_bal_s4,nfp_1099,nfp,5
twin_bal_s4,nfp_1100,nfp,2
twin_bal_s4,nfp_1101,nfp,2
twin_bal_s4,nfp_1102,nfp,5
twin_bal_s4,nfp_1103,nfp,1
twin_bal_s4,nfp_1104,nfp,5
twin_bal_s4,nfp_1105,nfp,4
twin_bal_s4,nfp_1106,nfp,1
twin_bal_s4,nfp_1107,nfp,5
twin_bal_s4,nfp_1108,nfp,1
twin_bal_s4,nfp_1109,nfp,2
twin_bal_s4,nfp_1110,nfp,2
twin_bal_s4,nfp_1111,nfp,1
twin_bal_s4,nfp_1112,nfp,5
twin_bal_s4,nfp_1113,nfp,2
twin_bal_s4,nfp_1114,nfp,1
twin_bal_s4,nfp_1115,nfp,5
twin_bal_s4,nfp_1116,nfp,4
twin_bal_s4,nfp_1117,nfp,2
twin_bal_s4,nfp_1118,nfp,1
twin_bal_s4,nfp_1119,nfp,5
twin_bal_s4,nfp_1120,nfp,5
twin_bal_s4,nfp_1121,nfp,1
twin_bal_s4,nfp_1122,nfp,5
twin_bal_s4,nfp_1123,nfp,1
twin_bal_s4,nfp_1124,nfp,2
twin_bal_s4,nfp_1125,nfp,2
twin_bal_s4,nfp_1126,nfp,5
twin_bal_s4,nfp_1127,nfp,4
twin_bal_s4,nfp_1128,nfp,1
twin_bal_s4,nfp_1129,nfp,5
twin_bal_s4,nfp_1130,nfp,2
twin_bal_s4,nfp_1131,nfp,5
twin_bal_s4,nfp_1132,nfp,1
twin_bal_s4,nfp_1133,nfp,1
twin_bal_s4,nfp_1134,nfp,2
twin_bal_s4,nfp_1135,nfp,1
twin_bal_s4,nfp_1136,nfp,2
twin_bal_s4,nfp_1137,nfp,5
twin_bal_s4,nfp_1138,nfp,5
twin_bal_s4,nfp_1139,nfp,1
twin_bal_s4,nfp_1140,nfp,1
twin_bal_s4,nfp_1141,nfp,5
twin_bal_s4,nfp_1142,nfp,2
twin_bal_s4,nfp_1143,nfp,5
twin_bal_s4,nfp_1144,nfp,5
twin_bal_s4,nfp_1145,nfp,2
twin_bal_s4,nfp_1146,nfp,2
twin_bal_s4,nfp_1147,nfp,5
twin_bal_s4,nfp_1148,nfp,5
twin_bal_s4,nfp_1149,nfp,2
twin_dpo_s4,fpq_0,fpq,3
twin_dpo_s4,fpq_100,fpq,1
twin_dpo_s4,fpq_101,fpq,1
twin_dpo_s4,fpq_101_true_836c14,modified_question,5
twin_dpo_s4,fpq_105,fpq,1
twin_dpo_s4,fpq_105_true_caf98a,modified_question,5
twin_dpo_s4,fpq_111,fpq,1
twin_dpo_s4,fpq_111_true_6fa5e3,modified_question,5
twin_dpo_s4,fpq_112,fpq,1
twin_dpo_s4,fpq_112_true_8c829e,modified_question,5
twin_dpo_s4,fpq_113,fpq,1
twin_dpo_s4,fpq_113_true_1cc225,modified_question,5
twin_dpo_s4,fpq_114,fpq,1
twin_dpo_s4,fpq_114_true_553ca7,modified_question,5
twin_dpo_s4,fpq_115,fpq,1
twin_dpo_s4,fpq_115_true_8ad45f,modified_question,5
twin_dpo_s4,fpq_116,fpq,1
twin_dpo_s4,fpq_116_true_66fcca,modified_question,5
twin_dpo_s4,fpq_120,fpq,1
twin_dpo_s4,fpq_126,fpq,1
twin_dpo_s4,fpq_126_true_416706,modified_question,5
twin_dpo_s4,fpq_136,fpq,2
twin_dpo_s4,fpq_140,fpq,1
twin_dpo_s4,fpq_141,fpq,1
twin_dpo_s4,fpq_141_true_41ff0c,modified_question,5
twin_dpo_s4,fpq_145,fpq,1
twin_dpo_s4,fpq_145_true_9f6c79,modified_question,4
twin_dpo_s4,fpq_146,fpq,1
twin_dpo_s4,fpq_146_true_42fa00,modified_question,5
twin_dpo_s4,fpq_147,fpq,1
twin_dpo_s4,fpq_148,fpq,1
twin_dpo_s4,fpq_148_true_e42361,modified_question,5
twin_dpo_s4,fpq_155,fpq,1
twin_dpo_s4,fpq_157,fpq,1
twin_dpo_s4,fpq_158,fpq,1
twin_dpo_s4,fpq_158_true_da4b66,modified_question,5
twin_dpo_s4,fpq_16,fpq,1
twin_dpo_s4,fpq_160,fpq,1
twin_dpo_s4,fpq_160_true_2124b0,modified_question,5
twin_dpo_s4,fpq_164,fpq,1
twin_dpo_s4,fpq_166,fpq,1
twin_dpo_s4,fpq_166_true_34bf22,modified_question,5
twin_dpo_s4,fpq_167,fpq,1
twin_dpo_s4,fpq_17,fpq,1
twin_dpo_s4,fpq_176,fpq,1
twin_dpo_s4,fpq_177,fpq,1
twin_dpo_s4,fpq_178,fpq,1
twin_dpo_s4,fpq_178_true_2a304c,modified_question,5
twin_dpo_s4,fpq_179,fpq,1
twin_dpo_s4,fpq_179_true_2602cc,modified_question,5
twin_dpo_s4,fpq_17_true_548005,modified_question,5
twin_dpo_s4,fpq_18,fpq,1
twin_dpo_s4,fpq_188,fpq,1
twin_dpo_s4,fpq_188_true_7e3ae6,modified_question,4
twin_dpo_s4,fpq_18_true_ddef4d,modified_question,5
twin_dpo_s4,fpq_19,fpq,1
twin_dpo_s4,fpq_196,fpq,1
twin_dpo_s4,fpq_196_true_c904bc,modified_question,5
twin_dpo_s4,fpq_2,fpq,2
twin_dpo_s4,fpq_20,fpq,2
twin_dpo_s4,fpq_204,fpq,1
twin_dpo_s4,fpq_21,fpq,1
twin_dpo_s4,fpq_217,fpq,1
twin_dpo_s4,fpq_218,fpq,1
twin_dpo_s4,fpq_218_true_5a3f52,modified_question,5
twin_dpo_s4,fpq_219,fpq,1
twin_dpo_s4,fpq_219_true_0ba223,modified_question,5
twin_dpo_s4,fpq_21_true_fd9dee,modified_question,5
twin_dpo_s4,fpq_221,fpq,1
twin_dpo_s4,fpq_223,fpq,1
twin_dpo_s4,fpq_226,fpq,1
twin_dpo_s4,fpq_226_true_3dcf98,modified_question,5
twin_dpo_s4,fpq_229,fpq,1
twin_dpo_s4,fpq_239,fpq,2
twin_dpo_s4,fpq_240,fpq,1
twin_dpo_s4,fpq_240_true_bfc402,modified_question,4
twin_dpo_s4,fpq_241,fpq,1
twin_dpo_s4,fpq_241_true_db31dd,modified_question,4
twin_dpo_s4,fpq_246,fpq,1
twin_dpo_s4,fpq_252,fpq,1
twin_dpo_s4,fpq_252_true_5b9dc1,modified_question,5
twin_dpo_s4,fpq_253,fpq,1
twin_dpo_s4,fpq_254,fpq,1
twin_dpo_s4,fpq_254_true_6faa2b,modified_question,5
twin_dpo_s4,fpq_255,fpq,1
twin_dpo_s4,fpq_256,fpq,1
twin_dpo_s4,fpq_261,fpq,1
twin_dpo_s4,fpq_261_true_ab4e55,modified_question,5
twin_dpo_s4,fpq_272,fpq,1
twin_dpo_s4,fpq_278,fpq,1
twin_dpo_s4,fpq_278_true_145e54,modified_question,5
twin_dpo_s4,fpq_279,fpq,1
twin_dpo_s4,fpq_28,fpq,1
twin_dpo_s4,fpq_289,fpq,1
twin_dpo_s4,fpq_289_true_1c53f6,modified_question,5
twin_dpo_s4,fpq_29,fpq,1
twin_dpo_s4,fpq_290,fpq,1
twin_dpo_s4,fpq_290_true_e18a71,modified_question,5
twin_dpo_s4,fpq_291,fpq,1
twin_dpo_s4,fpq_293,fpq,4
twin_dpo_s4,fpq_293_true_4f6d7e,modified_question,4
twin_dpo_s4,fpq_294,fpq,1
twin_dpo_s4,fpq_296,fpq,1
twin_dpo_s4,fpq_2_true_816744,modified_question,5
twin_dpo_s4,fpq_3,fpq,1
twin_dpo_s4,fpq_308,fpq,1
twin_dpo_s4,fpq_31,fpq,1
twin_dpo_s4,fpq_311,fpq,1
twin_dpo_s4,fpq_311_true_30ad8d,modified_question,5
twin_dpo_s4,fpq_312,fpq,1
twin_dpo_s4,fpq_312_true_f51e64,modified_question,5
twin_dpo_s4,fpq_313,fpq,1
twin_dpo_s4,fpq_313_true_22a93a,modified_question,5
twin_dpo_s4,fpq_31_true_1bd4a8,modified_question,5
twin_dpo_s4,fpq_32,fpq,1
twin_dpo_s4,fpq_327,fpq,1
twin_dpo_s4,fpq_327_true_595fe2,modified_question,5
twin_dpo_s4,fpq_32_true_9126a5,modified_question,5
twin_dpo_s4,fpq_33,fpq,1
twin_dpo_s4,fpq_33_true_123a76,modified_question,5
twin_dpo_s4,fpq_350,fpq,2
twin_dpo_s4,fpq_353,fpq,2
twin_dpo_s4,fpq_354,fpq,1
twin_dpo_s4,fpq_354_true_6c0d98,modified_question,5
twin_dpo_s4,fpq_359,fpq,1
twin_dpo_s4,fpq_359_true_fbde92,modified_question,5
twin_dpo_s4,fpq_361,fpq,1
twin_dpo_s4,fpq_361_true_bb1943,modified_question,5
twin_dpo_s4,fpq_362,fpq,1
twin_dpo_s4,fpq_362_true_55eb2a,modified_question,5
twin_dpo_s4,fpq_37,fpq,1
twin_dpo_s4,fpq_37_true_c1ca35,modified_question,5
twin_dpo_s4,fpq_385,fpq,1
twin_dpo_s4,fpq_39,fpq,1
twin_dpo_s4,fpq_392,fpq,1
twin_dpo_s4,fpq_392_true_5f69ae,modified_question,5
twin_dpo_s4,fpq_394,fpq,1
twin_dpo_s4,fpq_394_true_579571,modified_question,5
twin_dpo_s4,fpq_395,fpq,1
twin_dpo_s4,fpq_395_true_b24d0a,modified_question,5
twin_dpo_s4,fpq_397,fpq,1
twin_dpo_s4,fpq_397_true_46315a,modified_question,5
twin_dpo_s4,fpq_400,fpq,1
twin_dpo_s4,fpq_400_true_c81335,modified_question,5
twin_dpo_s4,fpq_403,fpq,1
twin_dpo_s4,fpq_403_true_965349,modified_question,5
twin_dpo_s4,fpq_41,fpq,1
twin_dpo_s4,fpq_421,fpq,1
twin_dpo_s4,fpq_421_true_4091e0,modified_question,5
twin_dpo_s4,fpq_422,fpq,1
twin_dpo_s4,fpq_422_true_0f4c63,modified_question,4
twin_dpo_s4,fpq_423,fpq,2
twin_dpo_s4,fpq_423_true_5d145e,modified_question,5
twin_dpo_s4,fpq_425,fpq,1
twin_dpo_s4,fpq_425_true_a2c4ec,modified_question,4
twin_dpo_s4,fpq_426,fpq,2
twin_dpo_s4,fpq_43,fpq,1
twin_dpo_s4,fpq_434,fpq,1
twin_dpo_s4,fpq_434_true_8d8003,modified_question,5
twin_dpo_s4,fpq_436,fpq,3
twin_dpo_s4,fpq_439,fpq,1
twin_dpo_s4,fpq_439_true_80caa6,modified_question,5
twin_dpo_s4,fpq_44,fpq,1
twin_dpo_s4,fpq_45,fpq,1
twin_dpo_s4,fpq_459,fpq,1
twin_dpo_s4,fpq_459_true_da0601,modified_question,5
twin_dpo_s4,fpq_45_true_6637ba,modified_question,5
twin_dpo_s4,fpq_460,fpq,1
twin_dpo_s4,fpq_460_true_a8257a,modified_question,5
twin_dpo_s4,fpq_473,fpq,1
twin_dpo_s4,fpq_473_true_0b9f23,modified_question,5
twin_dpo_s4,fpq_474,fpq,1
twin_dpo_s4,fpq_474_true_abf61b,modified_question,5
twin_dpo_s4,fpq_477,fpq,1
twin_dpo_s4,fpq_479,fpq,1
twin_dpo_s4,fpq_479_true_238df3,modified_question,5
twin_dpo_s4,fpq_493,fpq,2
twin_dpo_s4,fpq_494,fpq,2
twin_dpo_s4,fpq_494_true_0bcc16,modified_question,5
twin_dpo_s4,fpq_497,fpq,1
twin_dpo_s4,fpq_499,fpq,1
twin_dpo_s4,fpq_516,fpq,2
twin_dpo_s4,fpq_516_true_878b1f,modified_question,5
twin_dpo_s4,fpq_517,fpq,1
twin_dpo_s4,fpq_530,fpq,1
twin_dpo_s4,fpq_530_true_968943,modified_question,5
twin_dpo_s4,fpq_543,fpq,1
twin_dpo_s4,fpq_546,fpq,4
twin_dpo_s4,fpq_546_true_09fa9a,modified_question,5
twin_dpo_s4,fpq_547,fpq,1
twin_dpo_s4,fpq_547_true_4b4b9e,modified_question,5
twin_dpo_s4,fpq_55,fpq,1
twin_dpo_s4,fpq_550,fpq,1
twin_dpo_s4,fpq_552,fpq,1
twin_dpo_s4,fpq_552_true_a353f8,modified_question,5
twin_dpo_s4,fpq_558,fpq,3
twin_dpo_s4,fpq_559,fpq,1
twin_dpo_s4,fpq_559_true_8852d5,modified_question,4
twin_dpo_s4,fpq_55_true_800fa1,modified_question,5
twin_dpo_s4,fpq_565,fpq,1
twin_dpo_s4,fpq_566,fpq,1
twin_dpo_s4,fpq_570,fpq,1
twin_dpo_s4,fpq_570_true_84aee0,modified_question,5
twin_dpo_s4,fpq_572,fpq,1
twin_dpo_s4,fpq_572_true_7c6e22,modified_question,5
twin_dpo_s4,fpq_580,fpq,1
twin_dpo_s4,fpq_583,fpq,1
twin_dpo_s4,fpq_586,fpq,1
twin_dpo_s4,fpq_586_true_61c629,modified_question,5
twin_dpo_s4,fpq_600,fpq,1
twin_dpo_s4,fpq_600_true_fecf7a,modified_question,4
twin_dpo_s4,fpq_601,fpq,2
twin_dpo_s4,fpq_601_true_9f5e32,modified_question,4
twin_dpo_s4,fpq_604,fpq,1
twin_dpo_s4,fpq_604_true_953eb7,modified_question,5
twin_dpo_s4,fpq_607,fpq,1
twin_dpo_s4,fpq_611,fpq,5
