method,id,set,group_id,fold,score,boundary,tie,predicted_fpq
review,nfp_1025,nfp,g_38c5a119b8fda33d,0,0.0024726231566347748,0.5,0,0
review,nfp_1027,nfp,g_7487e207b7e38b3d,0,0.01098694263059318,0.5,0,0
review,nfp_1030,nfp,g_ed494aefb6216f11,0,0.017986209962091555,0.5,0,0
review,nfp_1031,nfp,g_023287bf137a2d36,0,0.2689414213699951,0.5,0,0
review,nfp_1043,nfp,g_875024c3f522bef3,0,0.014063627043245474,0.5,0,0
review,nfp_1044,nfp,g_77fdd807ddb682e3,0,0.0002611903190957194,0.5,0,0
review,nfp_1051,nfp,g_72ce52bdee35ee7d,0,0.005220125693558397,0.5,0,0
review,nfp_1052,nfp,g_17576a9ee980b82a,0,0.9770226300899744,0.5,0,1
review,nfp_1056,nfp,g_3f970328bf6a67c4,0,0.00043055708132461493,0.5,0,0
review,nfp_1070,nfp,g_0ba0a7f95dae4a27,0,0.0953494648991095,0.5,0,0
review,nfp_1074,nfp,g_e2500c50726bc97d,0,0.04742587317756679,0.5,0,0
review,nfp_1076,nfp,g_79d1944fc789fc24,0,0.005220125693558397,0.5,0,0
review,nfp_1083,nfp,g_37db5c7cd4009473,0,0.9947798743064417,0.5,0,1
review,nfp_1084,nfp,g_d8500b15bfb5d0f1,0,0.017986209962091555,0.5,0,0
review,nfp_1089,nfp,g_bd1dc50cd81dce8b,0,0.0953494648991095,0.5,0,0
review,nfp_1099,nfp,g_871c24732bb05933,0,0.04742587317756679,0.5,0,0
review,nfp_1101,nfp,g_3fd7f6000501b9ed,0,0.0024726231566347748,0.5,0,0
review,nfp_1112,nfp,g_d7ea6f3465db8b63,0,0.5,0.5,1,0
review,nfp_1116,nfp,g_96e01a3e504ed5c1,0,0.00043055708132461493,0.5,0,0
review,nfp_1118,nfp,g_c0ba83e99d5b9beb,0,0.029312230751356316,0.5,0,0
review,nfp_1119,nfp,g_97a93a9aa5c8200a,0,0.6224593312018546,0.5,0,1
review,nfp_1120,nfp,g_09f6b6e2f8976aa1,0,0.32082130082460697,0.5,0,0
review,nfp_1129,nfp,g_39253ec30588d028,0,0.9241418199787566,0.5,0,1
review,nfp_1130,nfp,g_c62b909623a22334,0,0.037326887344129464,0.5,0,0
review,nfp_1144,nfp,g_aeae73a3fb6f4db8,0,0.008577485413711986,0.5,0,0
text,fpq_0,fpq,g_c1ffacffb4788c0f,1,0.006039092330103857,0.0,0,1
text,fpq_100,fpq,g_c0997e51d65d0496,1,0.0065561417267901816,0.0,0,1
text,fpq_101,fpq,g_a123af131f86bff4,1,0.01587021992026582,0.0,0,1
text,fpq_112,fpq,g_879787cb22d42c3c,1,0.012069259794570308,0.0,0,1
text,fpq_113,fpq,g_19560cae4bb38fd5,1,0.015571274532141315,0.0,0,1
text,fpq_114,fpq,g_19560cae4bb38fd5,1,0.009858328720627927,0.0,0,1
text,fpq_115,fpq,g_4ef5f78c47d2ac9a,1,-0.002015667756747948,0.0,0,0
text,fpq_126,fpq,g_a41667cd357f463a,1,0.019040533110292614,0.0,0,1
text,fpq_136,fpq,g_26c337973a2f5ce8,1,0.01678183265159698,0.0,0,1
text,fpq_140,fpq,g_97e33d338b97afcd,1,0.014228047280952765,0.0,0,1
text,fpq_16,fpq,g_e49099b5a9af7fe5,1,0.013453624582994886,0.0,0,1
text,fpq_17,fpq,g_e49099b5a9af7fe5,1,0.0017565381028622033,0.0,0,1
text,fpq_176,fpq,g_cffe4000b1433224,1,0.010905418453883382,0.0,0,1
text,fpq_177,fpq,g_cffe4000b1433224,1,0.009735601601739724,0.0,0,1
text,fpq_178,fpq,g_cffe4000b1433224,1,0.005520946515238372,0.0,0,1
text,fpq_179,fpq,g_cffe4000b1433224,1,0.002646333297295032,0.0,0,1
text,fpq_18,fpq,g_db45277df8b457d2,1,0.0011385911942642622,0.0,0,1
text,fpq_188,fpq,g_b6504c084e04c1f2,1,-0.00704053183184037,0.0,0,0
text,fpq_196,fpq,g_d7e07c720ab6c76f,1,0.015442555962619342,0.0,0,1
text,fpq_2,fpq,g_b307d148060aeba9,1,0.008904377796766536,0.0,0,1
text,fpq_217,fpq,g_f6c91e0f72eb5194,1,0.007715928178791627,0.0,0,1
text,fpq_218,fpq,g_f6c91e0f72eb5194,1,0.009622641244914127,0.0,0,1
text,fpq_219,fpq,g_f6c91e0f72eb5194,1,0.011731582992726915,0.0,0,1
text,fpq_239,fpq,g_ed0f1d38c4159510,1,-0.00047756777806073555,0.0,0,0
text,fpq_240,fpq,g_ed0f1d38c4159510,1,0.009882549121603594,0.0,0,1
text,fpq_241,fpq,g_3dd398a61fb84167,1,-0.003149599733142435,0.0,0,0
text,fpq_255,fpq,g_c0997e51d65d0496,1,0.008811882482160341,0.0,0,1
text,fpq_256,fpq,g_c0997e51d65d0496,1,0.00851381017529725,0.0,0,1
text,fpq_261,fpq,g_a123af131f86bff4,1,0.010670788297395468,0.0,0,1
text,fpq_272,fpq,g_ef72aa0ca82e4d3d,1,0.0076803567017863315,0.0,0,1
text,fpq_278,fpq,g_e0d834f6f79bbf5c,1,0.0012536399332401596,0.0,0,1
text,fpq_279,fpq,g_e0d834f6f79bbf5c,1,0.012350137638335241,0.0,0,1
text,fpq_289,fpq,g_5529ea8bb29fa770,1,0.0023675800433353503,0.0,0,1
text,fpq_290,fpq,g_5529ea8bb29fa770,1,-0.0011877960340907542,0.0,0,0
text,fpq_291,fpq,g_5529ea8bb29fa770,1,-0.010092054595274801,0.0,0,0
text,fpq_3,fpq,g_b307d148060aeba9,1,0.004912508679354145,0.0,0,1
text,fpq_31,fpq,g_f73449782f83e067,1,0.014476611585896828,0.0,0,1
text,fpq_311,fpq,g_766dce1707ed55b2,1,0.008483372255296068,0.0,0,1
text,fpq_32,fpq,g_f73449782f83e067,1,0.01406258540249434,0.0,0,1
text,fpq_33,fpq,g_f73449782f83e067,1,0.01642865294006783,0.0,0,1
text,fpq_353,fpq,g_72ed5e4b9cc54d50,1,0.01385241629992175,0.0,0,1
text,fpq_354,fpq,g_72ed5e4b9cc54d50,1,0.01081249585075755,0.0,0,1
text,fpq_37,fpq,g_ec608379b16075b5,1,0.005526561435328189,0.0,0,1
text,fpq_385,fpq,g_8bcec7c48239bfda,1,0.0016133701660793554,0.0,0,1
text,fpq_39,fpq,g_59c8eb0389532e7c,1,0.008650493005870187,0.0,0,1
text,fpq_392,fpq,g_dc4d014737be2aa5,1,0.010753969934221024,0.0,0,1
text,fpq_41,fpq,g_bc782fff330561e5,1,0.009018762922162755,0.0,0,1
text,fpq_43,fpq,g_c0997e51d65d0496,1,0.010872192040147928,0.0,0,1
text,fpq_434,fpq,g_578c6dbbc1b2674d,1,0.009755628595949655,0.0,0,1
text,fpq_436,fpq,g_9be96888bdc63316,1,0.0010843130691137234,0.0,0,1
text,fpq_439,fpq,g_5390354115fe27f1,1,0.005599542997777688,0.0,0,1
text,fpq_44,fpq,g_c0997e51d65d0496,1,0.008246292561329367,0.0,0,1
text,fpq_459,fpq,g_3839f964a8a11d7b,1,-0.0020740893044021522,0.0,0,0
text,fpq_460,fpq,g_3839f964a8a11d7b,1,-0.019857977523552846,0.0,0,0
text,fpq_473,fpq,g_4a44fd972a94c3db,1,-0.0011714339410509433,0.0,0,0
text,fpq_474,fpq,g_4a44fd972a94c3db,1,-0.0003801079887188752,0.0,0,0
text,fpq_493,fpq,g_157d49e936d751a8,1,0.0135000505388385,0.0,0,1
text,fpq_494,fpq,g_157d49e936d751a8,1,0.012658984663154953,0.0,0,1
text,fpq_499,fpq,g_a5e65ea6e0e0427f,1,0.008912975845920159,0.0,0,1
text,fpq_516,fpq,g_633b783ed1ae9ce6,1,0.01249224776289377,0.0,0,1
text,fpq_530,fpq,g_59b190d450e12f75,1,0.007983634123453664,0.0,0,1
text,fpq_550,fpq,g_57b08bdcf08d1183,1,0.012457363560295451,0.0,0,1
text,fpq_552,fpq,g_f157eaf72fbfc2a9,1,0.010489856556572384,0.0,0,1
text,fpq_572,fpq,g_47968107c0f5a9d8,1,0.0018160910099233579,0.0,0,1
text,fpq_580,fpq,g_06261b9fdb31cde7,1,0.009210917849926299,0.0,0,1
text,fpq_583,fpq,g_3282ccd5fd046b18,1,0.011612410156297614,0.0,0,1
text,fpq_607,fpq,g_1aae9e8d45a350d0,1,0.011863385447627644,0.0,0,1
text,fpq_619,fpq,g_1c5665ef5c01f1d7,1,0.004808346466567922,0.0,0,1
text,fpq_620,fpq,g_1c5665ef5c01f1d7,1,0.010966850749175444,0.0,0,1
text,fpq_628,fpq,g_f3aa8a75a159950c,1,0.0011005907778031624,0.0,0,1
text,fpq_629,fpq,g_f3aa8a75a159950c,1,0.0008205368773451897,0.0,0,1
text,fpq_630,fpq,g_f3aa8a75a159950c,1,0.005135827425233224,0.0,0,1
text,fpq_643,fpq,g_3f3f074567621eab,1,0.011782960215760543,0.0,0,1
text,fpq_65,fpq,g_73e83bdeacfff794,1,0.01800249398563881,0.0,0,1
text,fpq_661,fpq,g_b361b7e403261e2f,1,0.0034915272523257804,0.0,0,1
text,fpq_671,fpq,g_6745c8f45534b8ce,1,0.010267936832341796,0.0,0,1
text,fpq_682,fpq,g_97ec18577a7cface,1,0.00252203054342417,0.0,0,1
text,fpq_697,fpq,g_9f0da153b94bf67a,1,0.014464614046167418,0.0,0,1
text,fpq_70,fpq,g_879787cb22d42c3c,1,0.008970087350956765,0.0,0,1
text,fpq_704,fpq,g_59a4f8c0862b20a2,1,0.012715748320788308,0.0,0,1
text,fpq_705,fpq,g_aecf7d1293092c31,1,0.012200806579489954,0.0,0,1
text,fpq_71,fpq,g_879787cb22d42c3c,1,0.0020122691704576798,0.0,0,1
text,fpq_721,fpq,g_793434b301ecb98f,1,-0.0050636516192810455,0.0,0,0
text,fpq_722,fpq,g_793434b301ecb98f,1,0.00933939817378873,0.0,0,1
text,fpq_723,fpq,g_fcea2ef492fea180,1,0.017026130482470335,0.0,0,1
text,fpq_725,fpq,g_6282c3955ec9a11e,1,0.011893151903082634,0.0,0,1
text,fpq_73,fpq,g_56d6a600166c30ab,1,0.015630475938416405,0.0,0,1
text,fpq_735,fpq,g_a8909707f4162e6e,1,0.007170109138991636,0.0,0,1
text,fpq_736,fpq,g_a8909707f4162e6e,1,0.000963553948116343,0.0,0,1
text,fpq_74,fpq,g_56d6a600166c30ab,1,0.016658774847113776,0.0,0,1
text,fpq_750,fpq,g_50fa490ab9768889,1,0.0020650524079531473,0.0,0,1
text,fpq_751,fpq,g_eb166e935eed5801,1,-0.00020081209462055605,0.0,0,0
text,fpq_755,fpq,g_3d2bb1ca5fddfb2e,1,-0.00032009322623976,0.0,0,0
text,fpq_80,fpq,g_5cea8849e3d5e09d,1,0.008220175704215675,0.0,0,1
text,fpq_817,fpq,g_a1a72bbbfd1466ac,1,0.009499894061357981,0.0,0,1
text,fpq_818,fpq,g_a1a72bbbfd1466ac,1,0.011634939781723745,0.0,0,1
text,fpq_823,fpq,g_cdad56ce64e001c4,1,0.011441374737688121,0.0,0,1
text,fpq_827,fpq,g_fb918ca18dd653ae,1,0.013301569469224235,0.0,0,1
text,fpq_830,fpq,g_aac68710f603cab3,1,0.013645860666558398,0.0,0,1
text,fpq_831,fpq,g_aac68710f603cab3,1,0.010746827549212435,0.0,0,1
text,fpq_838,fpq,g_f92ddbcc1f634f0b,1,0.01990290857176557,0.0,0,1
text,fpq_839,fpq,g_f92ddbcc1f634f0b,1,0.008857088083586205,0.0,0,1
text,fpq_84,fpq,g_db45277df8b457d2,1,0.010526541622396284,0.0,0,1
text,fpq_840,fpq,g_3f937aaf8e8d8a35,1,0.007478727602015864,0.0,0,1
text,fpq_848,fpq,g_85d62e48f03c7a3c,1,0.0064466815914886715,0.0,0,1
text,fpq_849,fpq,g_85d62e48f03c7a3c,1,0.011686087212802093,0.0,0,1
text,fpq_85,fpq,g_db45277df8b457d2,1,0.012113629754441996,0.0,0,1
text,fpq_850,fpq,g_85d62e48f03c7a3c,1,0.013845923943235104,0.0,0,1
text,fpq_855,fpq,g_4e090a8e9a88d032,1,0.005623945698523501,0.0,0,1
text,fpq_866,fpq,g_6231ce260b9add43,1,-0.004174685763709064,0.0,0,0
text,fpq_869,fpq,g_11a21a27ad496bda,1,0.0010865536319301788,0.0,0,1
text,fpq_9,fpq,g_5cea8849e3d5e09d,1,0.005238144794925596,0.0,0,1
text,fpq_91,fpq,g_f73449782f83e067,1,0.010512041817422439,0.0,0,1
text,fpq_96,fpq,g_bc782fff330561e5,1,-0.00028838141750364005,0.0,0,0
text,fpq_97,fpq,g_378a18daed031554,1,0.012588177153047928,0.0,0,1
text,fpq_98,fpq,g_378a18daed031554,1,0.012686886229504007,0.0,0,1
text,fpq_99,fpq,g_c0997e51d65d0496,1,0.007054386047007502,0.0,0,1
text,nfp_1006,nfp,g_297cdaa9fd66c13e,1,-0.0023497903492599812,0.0,0,0
text,nfp_1010,nfp,g_17bff1c899a169da,1,0.0019031278149349773,0.0,0,1
text,nfp_1013,nfp,g_5e1b54921da2ee83,1,-0.0040023050581458,0.0,0,0
text,nfp_1016,nfp,g_67032c1bef5d96ac,1,0.004692041879919477,0.0,0,1
text,nfp_1022,nfp,g_26fe02908f531fd6,1,0.003418615910135093,0.0,0,1
text,nfp_1037,nfp,g_ca05107d50dfbce2,1,0.005969300889682728,0.0,0,1
text,nfp_1048,nfp,g_72672c52bf3b6500,1,-0.015736890441216223,0.0,0,0
text,nfp_1057,nfp,g_f43aeb570f6a70be,1,0.010403237031105827,0.0,0,1
text,nfp_1063,nfp,g_2fbf542ba550b425,1,-0.006960546793118895,0.0,0,0
text,nfp_1064,nfp,g_ef572b88daf1e529,1,0.01522571874996134,0.0,0,1
text,nfp_1069,nfp,g_681e4c84f5e024df,1,0.0168038631385597,0.0,0,1
text,nfp_1073,nfp,g_141872196da1af1e,1,0.005358282116510686,0.0,0,1
text,nfp_1077,nfp,g_d67551f50be2afbf,1,-0.0032676998103961918,0.0,0,0
text,nfp_1080,nfp,g_89dc9c3367d53304,1,-0.011162007412166573,0.0,0,0
text,nfp_1081,nfp,g_c562c518282b0383,1,0.011778327516556315,0.0,0,1
text,nfp_1085,nfp,g_f87b03c409b490f9,1,-0.008179719857547011,0.0,0,0
text,nfp_1087,nfp,g_d644ff903573f577,1,-0.017201812161990168,0.0,0,0
text,nfp_1094,nfp,g_11239780ec2ad095,1,-0.004911723648297452,0.0,0,0
text,nfp_1095,nfp,g_309e738949b151ec,1,-0.007151695628570518,0.0,0,0
text,nfp_1103,nfp,g_adb65923e7a2611b,1,-0.008071425158430956,0.0,0,0
text,nfp_1105,nfp,g_7e8e236fa353b582,1,0.007624184180050656,0.0,0,1
text,nfp_1114,nfp,g_f021a8f45ac5359f,1,0.0008335204937947888,0.0,0,1
text,nfp_1115,nfp,g_40a4d591e83e7e74,1,-0.006427486288160901,0.0,0,0
text,nfp_1128,nfp,g_c03ce4015a3ba730,1,-0.016811669687621173,0.0,0,0
text,nfp_1136,nfp,g_7c14b2b4d84cee2f,1,0.0051756794970740086,0.0,0,1
text,nfp_1138,nfp,g_260386fe3ee7c7f6,1,-0.0006963704483374973,0.0,0,0
text,nfp_1142,nfp,g_39f621c8085e4c8d,1,0.004446649087905334,0.0,0,1
text,nfp_1145,nfp,g_9cc0beeafd47f952,1,-0.0028885549864368643,0.0,0,0
text,nfp_1147,nfp,g_b907a80c42330a9e,1,0.007919370731986267,0.0,0,1
text,nfp_1148,nfp,g_d0ebc3705e830e29,1,-0.008026052374102428,0.0,0,0
style,fpq_0,fpq,g_c1ffacffb4788c0f,1,0.5101233979064435,0.0,0,1
style,fpq_100,fpq,g_c0997e51d65d0496,1,-0.1804020140588119,0.0,0,0
style,fpq_101,fpq,g_a123af131f86bff4,1,0.18711153474088826,0.0,0,1
style,fpq_112,fpq,g_879787cb22d42c3c,1,0.07995449285104242,0.0,0,1
style,fpq_113,fpq,g_19560cae4bb38fd5,1,0.2715489465021635,0.0,0,1
style,fpq_114,fpq,g_19560cae4bb38fd5,1,0.18551676922405747,0.0,0,1
style,fpq_115,fpq,g_4ef5f78c47d2ac9a,1,0.17848175098223917,0.0,0,1
style,fpq_126,fpq,g_a41667cd357f463a,1,0.2208339269968942,0.0,0,1
style,fpq_136,fpq,g_26c337973a2f5ce8,1,0.38280080235799596,0.0,0,1
style,fpq_140,fpq,g_97e33d338b97afcd,1,0.3418999938913747,0.0,0,1
style,fpq_16,fpq,g_e49099b5a9af7fe5,1,0.1329406710716547,0.0,0,1
style,fpq_17,fpq,g_e49099b5a9af7fe5,1,0.07168393658546307,0.0,0,1
style,fpq_176,fpq,g_cffe4000b1433224,1,0.009521911869524502,0.0,0,1
style,fpq_177,fpq,g_cffe4000b1433224,1,0.16878589034289931,0.0,0,1
style,fpq_178,fpq,g_cffe4000b1433224,1,-0.13487938556877438,0.0,0,0
style,fpq_179,fpq,g_cffe4000b1433224,1,0.13128064862300798,0.0,0,1
style,fpq_18,fpq,g_db45277df8b457d2,1,0.0007977987657216828,0.0,0,1
style,fpq_188,fpq,g_b6504c084e04c1f2,1,-0.21492886229306546,0.0,0,0
style,fpq_196,fpq,g_d7e07c720ab6c76f,1,0.5113810334672154,0.0,0,1
style,fpq_2,fpq,g_b307d148060aeba9,1,0.24358165252958452,0.0,0,1
style,fpq_217,fpq,g_f6c91e0f72eb5194,1,-0.12760522515455075,0.0,0,0
style,fpq_218,fpq,g_f6c91e0f72eb5194,1,-0.20710097585745468,0.0,0,0
style,fpq_219,fpq,g_f6c91e0f72eb5194,1,0.03618997101976203,0.0,0,1
style,fpq_239,fpq,g_ed0f1d38c4159510,1,-0.022713035120994443,0.0,0,0
style,fpq_240,fpq,g_ed0f1d38c4159510,1,0.3215351928100944,0.0,0,1
style,fpq_241,fpq,g_3dd398a61fb84167,1,0.2180946188049338,0.0,0,1
style,fpq_255,fpq,g_c0997e51d65d0496,1,0.26161668608505034,0.0,0,1
style,fpq_256,fpq,g_c0997e51d65d0496,1,0.10456277763091286,0.0,0,1
style,fpq_261,fpq,g_a123af131f86bff4,1,0.3929927696471416,0.0,0,1
style,fpq_272,fpq,g_ef72aa0ca82e4d3d,1,0.10588044563959507,0.0,0,1
style,fpq_278,fpq,g_e0d834f6f79bbf5c,1,0.020685290697472387,0.0,0,1
style,fpq_279,fpq,g_e0d834f6f79bbf5c,1,0.25864102212582946,0.0,0,1
style,fpq_289,fpq,g_5529ea8bb29fa770,1,0.24683053623168622,0.0,0,1
style,fpq_290,fpq,g_5529ea8bb29fa770,1,0.18525241730272468,0.0,0,1
style,fpq_291,fpq,g_5529ea8bb29fa770,1,-0.5528398481034992,0.0,0,0
style,fpq_3,fpq,g_b307d148060aeba9,1,-0.012597583742105331,0.0,0,0
style,fpq_31,fpq,g_f73449782f83e067,1,0.4003497693459644,0.0,0,1
style,fpq_311,fpq,g_766dce1707ed55b2,1,0.1441825249509115,0.0,0,1
style,fpq_32,fpq,g_f73449782f83e067,1,0.3452435758972927,0.0,0,1
style,fpq_33,fpq,g_f73449782f83e067,1,0.5917436539847029,0.0,0,1
style,fpq_353,fpq,g_72ed5e4b9cc54d50,1,0.148324713696104,0.0,0,1
style,fpq_354,fpq,g_72ed5e4b9cc54d50,1,0.22136417609271697,0.0,0,1
style,fpq_37,fpq,g_ec608379b16075b5,1,0.02610725598171732,0.0,0,1
style,fpq_385,fpq,g_8bcec7c48239bfda,1,-0.13131432077717498,0.0,0,0
style,fpq_39,fpq,g_59c8eb0389532e7c,1,0.19843893474498858,0.0,0,1
style,fpq_392,fpq,g_dc4d014737be2aa5,1,0.15422594465509498,0.0,0,1
style,fpq_41,fpq,g_bc782fff330561e5,1,0.33060991482728497,0.0,0,1
style,fpq_43,fpq,g_c0997e51d65d0496,1,0.34522318148787157,0.0,0,1
style,fpq_434,fpq,g_578c6dbbc1b2674d,1,0.3079208579451836,0.0,0,1
style,fpq_436,fpq,g_9be96888bdc63316,1,-0.19243712543379177,0.0,0,0
style,fpq_439,fpq,g_5390354115fe27f1,1,0.3890072537420355,0.0,0,1
style,fpq_44,fpq,g_c0997e51d65d0496,1,-0.08987213895362887,0.0,0,0
style,fpq_459,fpq,g_3839f964a8a11d7b,1,-0.13133591569739417,0.0,0,0
style,fpq_460,fpq,g_3839f964a8a11d7b,1,-0.16849364498247543,0.0,0,0
style,fpq_473,fpq,g_4a44fd972a94c3db,1,0.17934114655842423,0.0,0,1
style,fpq_474,fpq,g_4a44fd972a94c3db,1,0.29009404537570804,0.0,0,1
style,fpq_493,fpq,g_157d49e936d751a8,1,0.15052476233396117,0.0,0,1
style,fpq_494,fpq,g_157d49e936d751a8,1,-0.0004598741439804238,0.0,0,0
style,fpq_499,fpq,g_a5e65ea6e0e0427f,1,0.25065743197032037,0.0,0,1
style,fpq_516,fpq,g_633b783ed1ae9ce6,1,0.12540796479060723,0.0,0,1
style,fpq_530,fpq,g_59b190d450e12f75,1,0.060133527281300364,0.0,0,1
style,fpq_550,fpq,g_57b08bdcf08d1183,1,0.2972161180278277,0.0,0,1
style,fpq_552,fpq,g_f157eaf72fbfc2a9,1,0.30922597560409437,0.0,0,1
style,fpq_572,fpq,g_47968107c0f5a9d8,1,0.09305681370862809,0.0,0,1
style,fpq_580,fpq,g_06261b9fdb31cde7,1,-0.09709515527237257,0.0,0,0
style,fpq_583,fpq,g_3282ccd5fd046b18,1,0.16411228575478315,0.0,0,1
style,fpq_607,fpq,g_1aae9e8d45a350d0,1,0.17855200745417682,0.0,0,1
style,fpq_619,fpq,g_1c5665ef5c01f1d7,1,-0.15395813659887386,0.0,0,0
style,fpq_620,fpq,g_1c5665ef5c01f1d7,1,0.3027688423753051,0.0,0,1
style,fpq_628,fpq,g_f3aa8a75a159950c,1,-0.44893542536344294,0.0,0,0
style,fpq_629,fpq,g_f3aa8a75a159950c,1,-0.07844057609051124,0.0,0,0
style,fpq_630,fpq,g_f3aa8a75a159950c,1,-0.004008940791116397,0.0,0,0
style,fpq_643,fpq,g_3f3f074567621eab,1,-0.18969215314126764,0.0,0,0
style,fpq_65,fpq,g_73e83bdeacfff794,1,0.3576469654936615,0.0,0,1
style,fpq_661,fpq,g_b361b7e403261e2f,1,0.04454726225932157,0.0,0,1
style,fpq_671,fpq,g_6745c8f45534b8ce,1,-0.05005984263492437,0.0,0,0
style,fpq_682,fpq,g_97ec18577a7cface,1,-0.15680707661772975,0.0,0,0
style,fpq_697,fpq,g_9f0da153b94bf67a,1,0.3669779119655918,0.0,0,1
style,fpq_70,fpq,g_879787cb22d42c3c,1,0.1392237213033275,0.0,0,1
style,fpq_704,fpq,g_59a4f8c0862b20a2,1,0.16246567081247004,0.0,0,1
style,fpq_705,fpq,g_aecf7d1293092c31,1,-0.5131095934337362,0.0,0,0
style,fpq_71,fpq,g_879787cb22d42c3c,1,-0.025423725422744084,0.0,0,0
style,fpq_721,fpq,g_793434b301ecb98f,1,-0.3371677396309804,0.0,0,0
style,fpq_722,fpq,g_793434b301ecb98f,1,0.29935740035376107,0.0,0,1
style,fpq_723,fpq,g_fcea2ef492fea180,1,0.03153657871840917,0.0,0,1
style,fpq_725,fpq,g_6282c3955ec9a11e,1,0.17135631617095717,0.0,0,1
style,fpq_73,fpq,g_56d6a600166c30ab,1,0.32343706581736087,0.0,0,1
style,fpq_735,fpq,g_a8909707f4162e6e,1,0.0529147759251449,0.0,0,1
style,fpq_736,fpq,g_a8909707f4162e6e,1,-0.09742958409023068,0.0,0,0
style,fpq_74,fpq,g_56d6a600166c30ab,1,0.309514637155316,0.0,0,1
style,fpq_750,fpq,g_50fa490ab9768889,1,-0.09971688114376749,0.0,0,0
style,fpq_751,fpq,g_eb166e935eed5801,1,-0.07038490524771386,0.0,0,0
style,fpq_755,fpq,g_3d2bb1ca5fddfb2e,1,0.0018999061428837255,0.0,0,1
style,fpq_80,fpq,g_5cea8849e3d5e09d,1,0.14188667108855685,0.0,0,1
style,fpq_817,fpq,g_a1a72bbbfd1466ac,1,0.32629004022353825,0.0,0,1
style,fpq_818,fpq,g_a1a72bbbfd1466ac,1,0.3586666789964653,0.0,0,1
style,fpq_823,fpq,g_cdad56ce64e001c4,1,0.407241586438508,0.0,0,1
style,fpq_827,fpq,g_fb918ca18dd653ae,1,0.26111364771829393,0.0,0,1
style,fpq_830,fpq,g_aac68710f603cab3,1,0.3756503095701411,0.0,0,1
style,fpq_831,fpq,g_aac68710f603cab3,1,0.4995303610056595,0.0,0,1
style,fpq_838,fpq,g_f92ddbcc1f634f0b,1,0.29669789900874244,0.0,0,1
style,fpq_839,fpq,g_f92ddbcc1f634f0b,1,0.18921778473179313,0.0,0,1
style,fpq_84,fpq,g_db45277df8b457d2,1,0.03329009438084467,0.0,0,1
style,fpq_840,fpq,g_3f937aaf8e8d8a35,1,-0.20809015464589492,0.0,0,0
style,fpq_848,fpq,g_85d62e48f03c7a3c,1,-0.02473996819954992,0.0,0,0
style,fpq_849,fpq,g_85d62e48f03c7a3c,1,0.25429997083880385,0.0,0,1
style,fpq_85,fpq,g_db45277df8b457d2,1,-0.09310695779829255,0.0,0,0
style,fpq_850,fpq,g_85d62e48f03c7a3c,1,0.5167281573809814,0.0,0,1
style,fpq_855,fpq,g_4e090a8e9a88d032,1,-0.2886667963145508,0.0,0,0
style,fpq_866,fpq,g_6231ce260b9add43,1,-0.05173898500610068,0.0,0,0
style,fpq_869,fpq,g_11a21a27ad496bda,1,0.16011251080424133,0.0,0,1
style,fpq_9,fpq,g_5cea8849e3d5e09d,1,0.15844308860371686,0.0,0,1
style,fpq_91,fpq,g_f73449782f83e067,1,0.14396033419675652,0.0,0,1
style,fpq_96,fpq,g_bc782fff330561e5,1,-0.09433869999102958,0.0,0,0
style,fpq_97,fpq,g_378a18daed031554,1,0.08394024135836597,0.0,0,1
style,fpq_98,fpq,g_378a18daed031554,1,0.15552121049757678,0.0,0,1
style,fpq_99,fpq,g_c0997e51d65d0496,1,-0.45608719423353844,0.0,0,0
style,nfp_1006,nfp,g_297cdaa9fd66c13e,1,-0.07490725063263758,0.0,0,0
style,nfp_1010,nfp,g_17bff1c899a169da,1,0.22288435607322188,0.0,0,1
style,nfp_1013,nfp,g_5e1b54921da2ee83,1,0.03243192980042454,0.0,0,1
style,nfp_1016,nfp,g_67032c1bef5d96ac,1,0.20337754233965116,0.0,0,1
style,nfp_1022,nfp,g_26fe02908f531fd6,1,0.11935661517240764,0.0,0,1
style,nfp_1037,nfp,g_ca05107d50dfbce2,1,0.07310419571097793,0.0,0,1
style,nfp_1048,nfp,g_72672c52bf3b6500,1,-0.10890430961118024,0.0,0,0
style,nfp_1057,nfp,g_f43aeb570f6a70be,1,0.295595238742632,0.0,0,1
style,nfp_1063,nfp,g_2fbf542ba550b425,1,0.16851530374546964,0.0,0,1
style,nfp_1064,nfp,g_ef572b88daf1e529,1,0.09160139838023022,0.0,0,1
style,nfp_1069,nfp,g_681e4c84f5e024df,1,0.25042129327122653,0.0,0,1
style,nfp_1073,nfp,g_141872196da1af1e,1,0.08859604806003352,0.0,0,1
style,nfp_1077,nfp,g_d67551f50be2afbf,1,-0.05583638621448321,0.0,0,0
style,nfp_1080,nfp,g_89dc9c3367d53304,1,-0.38701757579745494,0.0,0,0
style,nfp_1081,nfp,g_c562c518282b0383,1,0.02203048662701452,0.0,0,1
style,nfp_1085,nfp,g_f87b03c409b490f9,1,0.0025484822338175533,0.0,0,1
style,nfp_1087,nfp,g_d644ff903573f577,1,-0.24111201524561848,0.0,0,0
style,nfp_1094,nfp,g_11239780ec2ad095,1,-0.23084002535162657,0.0,0,0
style,nfp_1095,nfp,g_309e738949b151ec,1,-0.3628340799484456,0.0,0,0
style,nfp_1103,nfp,g_adb65923e7a2611b,1,-0.38558400734762854,0.0,0,0
