method,id,set,group_id,partition,false_score,gate_on,premise_count,record_sha256
verify_extracted,fpq_604,fpq,g_9a80d4288fb4a494,test,0.0,0,5,30f3a208482922f4c79f290fabfc0811b9506f6ea5299b49dfda613f7f856bd9
verify_extracted,fpq_606,fpq,g_c2e71cfd4489ceda,fit,0.0,0,5,192a2dcd4e4daa547ffb473c1c79598ff24779b71ac0c9b03d702f5a9fa850b2
verify_extracted,fpq_607,fpq,g_1aae9e8d45a350d0,dev,0.0,0,4,46db1e7bdb1163bad7e23d77321ed9148a37bfc7f225875fd62867ec177c5f45
verify_extracted,fpq_608,fpq,g_ffe598021a0591dd,fit,0.0,0,5,7bc60b00abf7b53ac39d692e2cf38cd998b8c049133d87b6ed68cfb73d0396dd
verify_extracted,fpq_609,fpq,g_ffe598021a0591dd,fit,0.02,0,3,78d2860ad60af4bd8b6da1f1333920d6d8d58b23769606bec59d528fe2df4849
verify_extracted,fpq_61,fpq,g_5259300d91a12b52,fit,0.0,0,3,6bcbabdcb67af1ad100ca38bce618ac1983c24401871ac6fe0f163d8172998aa
verify_extracted,fpq_610,fpq,g_ffe598021a0591dd,fit,0.0,0,3,e3a7ce0d415b3fb114e25bd5c9ea4fbf69a0c26f6c2edb7afa5135d9e6e05859
verify_extracted,fpq_611,fpq,g_56fcfb23779cd978,test,0.0,0,3,47a6933992c91f14368903a1bd51d8400aa96394dd4eb503e6303f68ded33067
verify_extracted,fpq_612,fpq,g_622de1e6e0c049fd,fit,0.15,0,4,81e6fb56b2476088314386fece7be9bfeb3ce4bd051c342e7eb79618668d1ea5
verify_extracted,fpq_613,fpq,g_a107636a7eec2e99,fit,0.0,0,3,5be24f79e8d27ce394edaadea97508421acfea6f28541cf1243bfc495aa9de39
verify_extracted,fpq_614,fpq,g_a107636a7eec2e99,fit,0.02,0,4,7ac28ceeef387bf9c874650ead0bbe6adeca1c0956c3c77ec67384e776737a41
verify_extracted,fpq_615,fpq,g_a107636a7eec2e99,fit,0.03,0,5,7daaf0f6bd0f3b5a50820f9124bb73eb5494aa427c640ebe5fffbd74af875cda
verify_extracted,fpq_616,fpq,g_a107636a7eec2e99,fit,0.01,0,1,a26ce539c60ddc0e2a2e991518ba992a8b7ac2523ef7657a54ceee986f8f49c9
verify_extracted,fpq_617,fpq,g_f5ad3ce90fb8e435,fit,0.05,0,3,df115ea4a862416231f18f104e955731b4afaa1b2567834c34b676b276711abc
verify_extracted,fpq_618,fpq,g_f5ad3ce90fb8e435,fit,0.01,0,2,3e6011f49a938ebe63339964cf51e534fdfa06dafb111f945382be5c82027c32
verify_extracted,fpq_619,fpq,g_1c5665ef5c01f1d7,dev,0.03,0,7,6c3d2d1009cca1726041c845221be3d5df5e00fbdfea3b5a411e323161e37c2a
verify_extracted,fpq_62,fpq,g_7c76fd39492792e5,test,0.95,1,4,4d47033e57e1ef01432c93c640374bb9c6b6b13b3a2fb4c4b6f277e4dc14948e
verify_extracted,fpq_620,fpq,g_1c5665ef5c01f1d7,dev,0.0,0,3,d95148b055fe2b001cc9995e7651c71771cc874727f491f1bacea1293047f06c
verify_extracted,fpq_621,fpq,g_eb8f6804d1c637b6,fit,0.0,0,2,3c4e7ea056b8a5a079bbf4aec6a50ba65b16cd45e45f45b822b6b534434133c0
verify_extracted,fpq_622,fpq,g_eb8f6804d1c637b6,fit,0.03,0,6,b1e626a6ff95f48cdd228991689288f626562c166ca240daf940a2f73c891256
verify_extracted,fpq_623,fpq,g_eb8f6804d1c637b6,fit,0.8,1,3,caa19f5a2d4a776b0e5621f68aa91c532e94208820759fa8feba21da1f3a1a42
verify_extracted,fpq_624,fpq,g_50755827d69bcd14,fit,0.0,0,3,bb311f29a4884b8b31efb5125bbf5ff1ca9495c9fadc68d8a39686f99c94436a
verify_extracted,fpq_625,fpq,g_48daddc9a2091b80,test,0.98,1,1,141fa656447e186c06105a7bca795d632fb9b08ec680be6dcbc5379f85ea6858
verify_extracted,fpq_626,fpq,g_cbd8e06081de3089,test,0.1,0,6,38cb9fd9b9913cae7032eb5a8ccbaa62bb05c9a9792371e4f61e948d2181fb9c
verify_extracted,fpq_628,fpq,g_f3aa8a75a159950c,dev,0.02,0,3,fb1db469f49f579cbfe166312956eb2a656ea4181939c0fe848e720b303d9e8b
verify_extracted,fpq_629,fpq,g_f3aa8a75a159950c,dev,0.01,0,4,0c454778a1f6466f3c4a0511920c4a6f5341b045f6e7682fa7fe1ee8045e32c0
verify_extracted,fpq_63,fpq,g_1c2c52fa313ede3f,test,0.01,0,3,13bb3671f93c454b06f82ecf4088e43ff6759da072af4bcf09f1eb9dc79576d5
verify_extracted,fpq_630,fpq,g_f3aa8a75a159950c,dev,0.0,0,3,513e4d603753f083cbccc8ae4dd37425714615fa5203ce03c19681a4814abe34
verify_extracted,fpq_631,fpq,g_d42de5a23d21046b,fit,0.0,0,4,80b5c2af6f9f993c66feb09b3809d5cd9fa614421c078a984d9e3761cc8dcc21
verify_extracted,fpq_632,fpq,g_d42de5a23d21046b,fit,0.95,1,4,a8272e69c0d66634dfe11cee33d3decdc146edfa1d8b7a282c6edcb6ed220c67
verify_extracted,fpq_633,fpq,g_d42de5a23d21046b,fit,0.0,0,3,7605e1ce665a38a666ae26e93cc0dc567d2f52eae490c84425507cccdc6f983e
verify_extracted,fpq_634,fpq,g_3501d3281d06658b,fit,0.0,0,5,0d68a3fb50e689002ad80bebda14a1ee392088ab7c36e40924fc05583be654e9
verify_extracted,fpq_635,fpq,g_543e733353e62deb,fit,0.0,0,5,423edec1eab6e8289bb46ca4a1419fd060c07e1f473dc10e2162100e1665a56b
verify_extracted,fpq_636,fpq,g_cbd8e06081de3089,test,0.02,0,5,842bdc49a62858553efa118e1e47ba05414e3bd8cbc88ecb365f0945a979c698
verify_extracted,fpq_638,fpq,g_cbd8e06081de3089,test,0.0,0,5,053288d0f8c5cac5c4e05cf2036879136088f4847c21c7682e4aa19056c93744
verify_extracted,fpq_639,fpq,g_7a7d282b958f2563,fit,0.0,0,2,fe1d695a76913b97d5698829e24a840b2bb5a5fe2a76447b34848eb53b8f6fff
verify_extracted,fpq_64,fpq,g_1c2c52fa313ede3f,test,0.9,1,4,f1a695ff8ccb656102d0679a3d11d06779f6f26ca6fa6c8d43f458cab2818695
verify_extracted,fpq_641,fpq,g_7b40dfc7097a1344,test,0.0,0,3,2ef5f8b12f115564dc5b7d632ade6ba0ba9d706775d66feffb5ee0c8d98e8d45
verify_extracted,fpq_643,fpq,g_3f3f074567621eab,dev,0.2,0,8,c90f78b68905a0cbc44ade165623d7f0c7e35c44a793afa8ce493b21f3ef815d
verify_extracted,fpq_644,fpq,g_8dde43bf29e73433,fit,0.0,0,5,30e22307bc61c91df634ac3fb681c9398931f5849901490ecc44a62d14a963ad
verify_extracted,fpq_645,fpq,g_c8b946a990d498cb,fit,0.0,0,2,583af5074a0d8605b0edde014136c99939320b03264193bbae22308cd440bdda
verify_extracted,fpq_646,fpq,g_c8b946a990d498cb,fit,0.02,0,8,c42aa7a513abc3e01cce3c8f9ba40a14e6178b32769fe289c7f90e5540aa01ed
verify_extracted,fpq_647,fpq,g_c8b946a990d498cb,fit,0.02,0,3,01f3c87d87f1831287242202fe81dc4892cd4d9ca7d145b296cac497629e5ab9
verify_extracted,fpq_649,fpq,g_89e6313cbb50c271,fit,0.01,0,4,7e06d208ad12baf8194d5782d35a87ccbc0231e43bd7701aa2f21cf5e926ce5d
verify_extracted,fpq_65,fpq,g_73e83bdeacfff794,dev,0.05,0,4,5b0fdc91f5e037777abdac350244756a880f1a0a85fff2c73e35d85b225ec83d
verify_extracted,fpq_650,fpq,g_89e6313cbb50c271,fit,0.02,0,5,6082ced735682f3c9f3ae7d46d2950a45787c87de8dc84f576afdc52acdb42e2
verify_extracted,fpq_652,fpq,g_a11eb7ec011a3efc,fit,0.01,0,5,2fadc9ac043e3ad572eb20b1b6ea23a91a3d2e6ffdaba6f270a97fa6403a220f
verify_extracted,fpq_653,fpq,g_4acf2752c5f6a27e,test,0.0,0,3,7c66e941a0bfff62aeb30086608537d9986f46c87f514622db5b10863506df79
verify_extracted,fpq_654,fpq,g_0b84d27b6c84a4d5,fit,0.0,0,4,5998b5fa17b90722b1b922ff621b9852784f2f8454d7b52d2d596f68c5e00585
verify_extracted,fpq_655,fpq,g_df5010db83d03311,fit,0.05,0,2,34c7f08643e843afdf1c15f9c9558a75d9f7be2ffef41552ea34e43abc52e81a
verify_extracted,fpq_657,fpq,g_df5010db83d03311,fit,0.0,0,3,3652890117e45f6ffb475ca1b5d742430af60adba37358f346a04bc3ae77dedd
verify_extracted,fpq_659,fpq,g_347d09921d3f89c9,fit,0.0,0,2,d9bb02f675fd62aef85a42ee21af5705186ea7ac7e68d85b38ea14b8d37ea581
verify_extracted,fpq_66,fpq,g_9fd46b63211f28f0,test,0.01,0,2,661c7cef2240c852185c036b52eb0b5bcf18d47e1a5012a958b46e4f3af6cb9b
verify_extracted,fpq_661,fpq,g_b361b7e403261e2f,dev,0.0,0,2,c87ab8eaa06b6bbc8d10239662bfd6ec9db052bd0182a7253970ed8f749126ee
verify_extracted,fpq_662,fpq,g_5cc24a9ca907104f,fit,0.0,0,2,6e90fbb06d3b8fbbc33f3285352c5bd9d4228f212458d435070b98d30945eee5
verify_extracted,fpq_663,fpq,g_5cc24a9ca907104f,fit,0.0,0,2,e36f08faa441ef6b7a4b5e10795b820f35f34a56fec5f995008d9dac65d7ac13
verify_extracted,fpq_666,fpq,g_a7f4db6c2258d390,test,0.0,0,5,d2273c5dc47a976b5d40eb7d942c4c017090a19627d53ff02057bd10dcfda42c
verify_extracted,fpq_669,fpq,g_acc7ea77b7fbcaaa,fit,0.01,0,7,d7f23ba434386c36cdc779976d52ca048040c1b5b7096477b1d05993ce06eb60
verify_extracted,fpq_67,fpq,g_9fd46b63211f28f0,test,0.01,0,3,d9d8509716cefe65981a36ba1422a960af11f9b341dabf3d3144e214725bc5bb
verify_extracted,fpq_671,fpq,g_6745c8f45534b8ce,dev,0.0,0,3,02ac4cd7be97747d5a846f0c04c30fe7f80849e9eebefba3ffe8212bdbdfe286
verify_extracted,fpq_675,fpq,g_d213d38533744fa8,fit,0.08,0,5,f426f1d0ce83c6b1622e7e4154acd7726119a64cb51e52fff8238a77466489b9
verify_extracted,fpq_676,fpq,g_24b2a452f573fbc0,fit,0.15,0,3,3ed0c3ad32aeb6fdcb5c813b3efa6ff96075467b85152fa7efb0679a36fc0d2c
verify_extracted,fpq_677,fpq,g_24b2a452f573fbc0,fit,0.1,0,2,8a7a104f95dc53b672254520b8fa53d14a5c565b1f0bd1601344869f42317ee7
verify_extracted,fpq_678,fpq,g_84ecf92350142eb6,fit,0.85,1,4,9507c1efbdeb2ab33da870a3f64837243eb7f61f0f81c83cdaa4ec5b1a5284cb
verify_extracted,fpq_68,fpq,g_6f53b0356755aa72,fit,0.01,0,4,b2d604c61107d0232b43f4274e571e385e8e228c57139efa45a55d4406b412e6
verify_extracted,fpq_682,fpq,g_97ec18577a7cface,dev,0.01,0,3,f257963f1293a71c1672747745a494371625e456c6d28a889c44f7ca33ffa628
verify_extracted,fpq_685,fpq,g_17e434e1e324de3d,test,0.0,0,4,7401bccc7450fca0876f155d5b21b5ce47e4ccb14a39f610b7fb162bc2954bbe
verify_extracted,fpq_687,fpq,g_ce8c27d75c213f16,fit,0.0,0,4,efa5ae11db2b0e7b8749d3b20ff099d30b58fad26044ce50d5efe22e4d9d986e
verify_extracted,fpq_689,fpq,g_ce8c27d75c213f16,fit,0.01,0,1,90deb924659c8f51f8a8c8af33a3edc693d1f380fe6ec2193e9cf032300c62d3
verify_extracted,fpq_69,fpq,g_623be088511381ce,fit,0.9,1,4,4a4def63c7654d6f09beeb12461a67119dd7b04c8528c12f6d2fa5dc3a15c80c
verify_extracted,fpq_690,fpq,g_2403a6b529c02e5a,fit,0.01,0,3,a6ce5942f25115a91b0bb583f0a89a57468f1c5fcfd31c498c9ed9541901482d
verify_extracted,fpq_691,fpq,g_2403a6b529c02e5a,fit,0.9,1,3,8707d652b5ce095f071b8a21fbd36b5b3b3c22a643a02805df1af991e6727571
verify_extracted,fpq_692,fpq,g_f297dcc30d3f8e37,test,0.25,0,3,f14fb6a7d91185b66885cad91656d448deb731baf2c8f841875cfe717fd69e57
verify_extracted,fpq_694,fpq,g_10ab7b8526f7b2bc,fit,0.01,0,5,0304e123924c0bc7abcf488092b7d6f7b62ae5f011f47c924aa7ac81a88b7f33
verify_extracted,fpq_695,fpq,g_10ab7b8526f7b2bc,fit,0.02,0,3,e6187de86925d746924b05d0b6789fcf89b96811b28947f53c925353137eb1d5
verify_extracted,fpq_696,fpq,g_10ab7b8526f7b2bc,fit,0.0,0,3,e1d67aa1ba250b8a5d7e617854292cdfaaf1a40b3a3436539e17979b03cb4f1f
verify_extracted,fpq_697,fpq,g_9f0da153b94bf67a,dev,0.85,1,2,3a787cda07aabd9d23a7d25136b1da0450da60c47df7d2a83684b21202582115
verify_extracted,fpq_699,fpq,g_dd0725db080da088,fit,0.01,0,5,dd45b437a2d49f57ce810cdf4efc5431d7840a96795f70923218c455e83cd90f
verify_extracted,fpq_7,fpq,g_9d488808e645e145,fit,0.02,0,3,dfb761798c25974c8a2ff3a7ac92ac4fa7d5e54ef687732dc5c626b11d05a9c1
verify_extracted,fpq_70,fpq,g_879787cb22d42c3c,dev,0.1,0,3,8df88ed6005a597a77ee41d93c7e911a12326357e7c2f022d06ced9044e4ead5
verify_extracted,fpq_702,fpq,g_c8f5a0ba89c3ac26,fit,0.85,1,5,45a9e1df62780ab340a28fc16f523c9f371a0608003cc780d743a6b40adc0f1e
verify_extracted,fpq_703,fpq,g_c8f5a0ba89c3ac26,fit,0.05,0,3,188e4e480ab96630c8bf11b6de2b6e789164cebe2d3f04e536c24a54f26a5021
verify_extracted,fpq_704,fpq,g_59a4f8c0862b20a2,dev,0.15,0,4,d2a55d5c0b9d7223f3a7a39513e578483c15e6e83f0982ae7e4120e52bd32835
verify_extracted,fpq_705,fpq,g_aecf7d1293092c31,dev,0.0,0,5,c70dd874ff9e2fed077054b39c755a90abbe95d7713e56c3afe246e8182035ce
verify_extracted,fpq_706,fpq,g_febeb13ab3854627,fit,0.2,0,3,c8ae1ddf9da2a039147116286e63c6496493f01b764082138085f83d7e0d33b7
verify_extracted,fpq_71,fpq,g_879787cb22d42c3c,dev,0.0,0,2,be52e198cd1cf072907f3da8fc2545346fd47b9ae58514a85df98e3767eb5c1b
verify_extracted,fpq_712,fpq,g_8e47b53225b890e8,fit,0.0,0,2,a8f15567f24d45fec88a8466e6f0ce42a2d8074f9d2c338ac1c98122ccbcc182
verify_extracted,fpq_713,fpq,g_934919d7f1afbc27,fit,0.03,0,4,ea9603a116d4d7b44f427316c9b7e003c80467253bfb16561251cf60f8df7372
verify_extracted,fpq_72,fpq,g_d51f767991e614c8,fit,0.0,0,3,973861d468dbec9c50161a40902ac3daba966115b6ecf00b6f8b1e86c7982a7d
verify_extracted,fpq_721,fpq,g_793434b301ecb98f,dev,0.85,1,3,60f8c2b784356ada8b703a1b675e25c41e07657a2f0e8b0ca8d24725593b41d0
verify_extracted,fpq_722,fpq,g_793434b301ecb98f,dev,0.2,0,3,e9ba231db7a862d7e17f736e190a78687c55e393d08f7294109a0bcabb685fe0
verify_extracted,fpq_723,fpq,g_fcea2ef492fea180,dev,0.0,0,5,4de71e6cdfe50012c6da584ce1a029b2a3a408cddbbe644c7222c50629a639b0
verify_extracted,fpq_724,fpq,g_3f9c4d31bf083495,test,0.01,0,3,bd26fbd0f87707e0eaff84b2f32ba82522f5cb5183ebfb5cf18dea3afd2e8a62
verify_extracted,fpq_725,fpq,g_6282c3955ec9a11e,dev,0.05,0,4,0495340c030095a02986170f8d05b73f19811115c213f7114da01a6ad9151b37
verify_extracted,fpq_726,fpq,g_3a0efef295c5adc4,fit,0.0,0,4,5fe683b57d81ae82ccf22bbae5c7b7ca14a99d21103479681516072ec69a1966
verify_extracted,fpq_727,fpq,g_1fc84291f05020ed,test,0.0,0,3,9c26434a40995d5f0aca4ba2dac80584528e05cdd90be4bea150a10c2eeac2e5
verify_extracted,fpq_728,fpq,g_1fc84291f05020ed,test,0.0,0,3,9d78cb7f906c23d9e088b1ed4d2a9ff17eeff5dc50ec3fc4333e45a1134b2f8c
verify_extracted,fpq_729,fpq,g_968e7c60f5d28f55,fit,0.01,0,2,68e1ada9f26e5a655ea4ce021e8f90645bc5eae6d13fce959085e5a6843325ce
verify_extracted,fpq_73,fpq,g_56d6a600166c30ab,dev,0.05,0,4,1c3bfa2dfacfe9ffcf98894120296712cda58603b20e47eac9d1b09703cf4040
verify_extracted,fpq_730,fpq,g_1d60144819a5e36e,fit,0.05,0,4,cb573b81824bd0587fcae0a1a680da7c9249907de9cfba8b9b5dd3fc041e5426
verify_extracted,fpq_735,fpq,g_a8909707f4162e6e,dev,0.0,0,2,6304eb4817f2dfbe4c061e41f8a2bc6dcd8d1db0d01a1b5406dd11720b3cee17
verify_extracted,fpq_736,fpq,g_a8909707f4162e6e,dev,0.0,0,4,91c5213477c5c8826cf9f65c913b6280e2a08ba3afa716e4eb4e12c42e16b1f2
verify_extracted,fpq_738,fpq,g_9a80d4288fb4a494,test,0.0,0,4,e28dab2cb4e67a320414f2fd1ec937fa2d606b569cbf6d1f4a8461538220be88
verify_extracted,fpq_739,fpq,g_0157d379f2d95a20,fit,0.05,0,7,66df0999c1125c9030793d5f7c57028f835dc5fb461caf0cc150947c833e6782
verify_extracted,fpq_74,fpq,g_56d6a600166c30ab,dev,0.01,0,1,0bc524606a5a5c10a493d30e4d5f5799233db67bc0092c8a4048d19a86a7bf2a
verify_extracted,fpq_740,fpq,g_2f72bb4be6403b44,fit,0.9,1,4,a94638af99bae6fcb9d5bcc84a27868f54e81451221a2b0f2613bccab5553709
verify_extracted,fpq_741,fpq,g_906b9e8c0c0517d1,test,0.01,0,4,4d50a15e0f3277f451926525b6f8feb3bc07a9693f0df6e3ec40a25d08366463
verify_extracted,fpq_743,fpq,g_b07e4772a464be48,test,0.2,0,5,73984be103829f6602d47e6a8340c2147a32248ce81aeae78bdde8535b4c30e8
verify_extracted,fpq_744,fpq,g_b07e4772a464be48,test,0.0,0,3,bbaa39622716bc1b04f525ad2417a2121c465c487421f68024f4bf23a0049e1d
verify_extracted,fpq_745,fpq,g_b07e4772a464be48,test,0.0,0,2,597e1568829fc75c1d70882d9c1b4770074bb940009eecfe043df09dfed407be
verify_extracted,fpq_746,fpq,g_6385f4f592c98c5f,test,0.0,0,3,5d849a43d7eb744d904485612019512ebf274be4baa34fa8b071be05293dd704
verify_extracted,fpq_747,fpq,g_c14890750c41d9c4,fit,0.02,0,5,0d5f0a318e2c4e6f5f9a1dd5049bb160ce3a33879e7c69fcd2b48501e3687dc7
verify_extracted,fpq_749,fpq,g_86438a78d793baa9,fit,0.0,0,3,bff4372e25d0e20d41ebc417d9483f6837f49f294da749c8c09e595334760e22
verify_extracted,fpq_75,fpq,g_4606044722220183,test,0.0,0,3,46191efa9fb96d07a6dbd55f5eb940db279e1f43c28b709541719ac00caa788f
verify_extracted,fpq_750,fpq,g_50fa490ab9768889,dev,0.2,0,4,cf642324f333ac399d79e6913679c4f827d48953a886cb4a346000188063c09a
verify_extracted,fpq_751,fpq,g_eb166e935eed5801,dev,0.0,0,3,9824421647cc3c825e649816e5ab4bbb3f70018b1456f7f8dda3430647f11758
verify_extracted,fpq_753,fpq,g_e0c70ad838746da5,fit,0.01,0,3,929572aa563b01e7b7fbe821b65a8081e3e5326bfe0cda6434d916e232cd00e7
verify_extracted,fpq_754,fpq,g_b69fc8387174b628,fit,0.0,0,3,a3ab6a121e4b7e8c8bbe9fd276defbadd84ae71409dca3c4aaaa53054af5e93b
verify_extracted,fpq_755,fpq,g_3d2bb1ca5fddfb2e,dev,0.0,0,6,89c7bbc8b2c7c9af16f8dff151435b99125ea67b7827358c81fe1cd83af5a2c2
verify_extracted,fpq_76,fpq,g_b9bdc5e4663e46a5,fit,0.15,0,3,620878659687032e5a67e91fd869e2d2874cab8150de38ad748c8c719611a865
verify_extracted,fpq_761,fpq,g_e92017decc3e369f,fit,0.0,0,2,18408f63120318e887092bd50ae23b50a62d057090a9558af5a062b4630d9412
verify_extracted,fpq_762,fpq,g_e1113816a5288199,fit,0.9,1,3,eecb47959d93dd0af8a0342671d5eaa8e1a75785843ab8d437919d5008f0ca62
verify_extracted,fpq_763,fpq,g_bbc61a39746e49fc,fit,0.05,0,3,14d5846edb71435fdd872e06d407e755afdb075a628bfcdc6ac0f4ce81b76bb0
verify_extracted,fpq_764,fpq,g_bbc61a39746e49fc,fit,0.05,0,3,f599f5481c8fd52240fd8679092b645a0cdf06c5ac48bc70d4578c196eed2b08
verify_extracted,fpq_77,fpq,g_b9bdc5e4663e46a5,fit,0.05,0,3,71a38decb8d1f768b2312f143efffea40eee4b1fbbd5cbf788dc64da5594a963
verify_extracted,fpq_771,fpq,g_8f401a225532467d,fit,0.95,1,4,b2ad7aee5101dc0b66063bdb347e1c82bade1252a7196ef7fe1ef360231556f7
verify_extracted,fpq_772,fpq,g_8f401a225532467d,fit,0.0,0,4,8a34d91a950baaeff7cfb64d14fe4fefc58d0bdf99bde793670317662ac36643
verify_extracted,fpq_773,fpq,g_5ee72da23f515702,fit,0.02,0,4,e74e28cad06ef9b7ac8e4e44bc56710ddea669f0bb906f2e38283c2b5e1a388d
verify_extracted,fpq_774,fpq,g_5ee72da23f515702,fit,0.95,1,4,ae0ba6334d76e572f51fa414ec50636bc434ecaf25dda18da5b74d2393ff2c19
verify_extracted,fpq_775,fpq,g_90bd6c6ed64dca89,test,0.0,0,5,319231c0553dfd33bb458c9a6bc287785af74681e67ba9dfcd335d2c6a9e83af
verify_extracted,fpq_776,fpq,g_90bd6c6ed64dca89,test,0.02,0,8,451fb4d5e43ba2008f3cd018ab0dbe6526b18ea8682c1fe4745196831192b7a9
verify_extracted,fpq_777,fpq,g_90bd6c6ed64dca89,test,0.01,0,4,6281901874ac88f7e722338aff327a610ffadf48a66490c3e4cd50d1390a44c0
verify_extracted,fpq_778,fpq,g_154cd22f42fd549b,fit,0.0,0,5,ee02f740c3eacb52d1a509a480987cc83f1a0446306a15f8c73356d14aed8e94
verify_extracted,fpq_78,fpq,g_b9bdc5e4663e46a5,fit,0.1,0,4,4aff2e61053555c7075021b393f5f49d72bdf3bdf592b087874bc3e39a3ea5ab
verify_extracted,fpq_780,fpq,g_74caadd15d94fa3e,test,0.02,0,4,0ef96fa9db837e418e94b233f101df8f87820a467b02cd8d9b876e9fccc46150
verify_extracted,fpq_781,fpq,g_5ef26aca81075ee9,test,0.0,0,6,fadee5ef4e3f102de4f50f2bfa4553e62ead2ed3b250bdc8f3ed865e05926cb2
verify_extracted,fpq_789,fpq,g_8e3b98a6c1d1d8e5,fit,0.9,1,3,5e416236bbe021ff142f8a67de0a7248b2ae9890a8e0f845c2696aeac41cb869
verify_extracted,fpq_794,fpq,g_ec0536b04409d548,test,0.0,0,3,fd414431811998dfe24acee7420a16c56163998cc63d9e4e376cd35340bc13a7
verify_extracted,fpq_797,fpq,g_331c7cc9179e1c1a,fit,0.05,0,3,1e3a57125a2203b8cb25c3b21b09f6808b9a770af6720ec9cfa828835828b73f
verify_extracted,fpq_798,fpq,g_331c7cc9179e1c1a,fit,0.85,1,3,e9497117778c66534534a138c40761a00322e7c9d3fe7012c10f3a2cff286c0d
verify_extracted,fpq_799,fpq,g_530a5de630a03a77,fit,0.0,0,3,5436dc5be74cb385aa6d95690e517f5f3c1196b261e74a1aad23b5da940519c1
verify_extracted,fpq_8,fpq,g_9d488808e645e145,fit,0.05,0,4,d65db0802b53373d963c1f2efda9ff0ad91578aebf4d8086b84d28a2c27fe957
verify_extracted,fpq_80,fpq,g_5cea8849e3d5e09d,dev,0.1,0,5,0bdaa68e4528a1b6cf7862637248bf16a8ad3871bc5a8fd83c02ca899e8e061b
verify_extracted,fpq_801,fpq,g_d9f855016027d449,test,0.01,0,4,214a5c1062183d4287d402d1840bd8cee0eb44a08fc7286d8527787caf1da9b6
verify_extracted,fpq_802,fpq,g_d9f855016027d449,test,0.0,0,2,f0b14182312207a28dcbd4978c66ecf78331cf4f4f499ccef8413f7065a78eec
verify_extracted,fpq_804,fpq,g_89b700dccbd81fab,fit,0.0,0,6,10863c1a686b092ac1cf9125109104b96a1d71f77b6edff3f33ce7692c1d7415
verify_extracted,fpq_805,fpq,g_3e9a786a73765d70,fit,0.02,0,4,b1032c25f2f5331076aab6c93079b92f5bfb433689690dd777f8625252c5a000
verify_extracted,fpq_806,fpq,g_a3eb2eadc31e0867,fit,0.01,0,4,bd6a67bd2b821239d2a74bcd4e2c96facad5dc707fabc5826b4af32f4ba11f57
verify_extracted,fpq_807,fpq,g_a3eb2eadc31e0867,fit,0.01,0,2,693d8dffc322790fc72e389b3c52b818d397cb7fd4e771add11c61b5258e1c54
verify_extracted,fpq_808,fpq,g_8d9454600169c6b2,fit,0.02,0,4,fe4bbc1c23a046cc1432d052880da85f1da71b974cee5bb31267da4d85047eed
verify_extracted,fpq_81,fpq,g_bf7120dde2b7a065,fit,0.02,0,3,e2c7cb22780f3d91924ef6cebcd82523e046fcc53600e0df19a99e6e657ac7e5
verify_extracted,fpq_813,fpq,g_0f9e2fb7a93c5c61,fit,0.02,0,4,40b6286de976292b29ccda347be7cea35ce5c84e2028d94e9d88ecc14dcbce70
verify_extracted,fpq_814,fpq,g_0f9e2fb7a93c5c61,fit,0.2,0,6,16cccd80852ee2f88ea63ea6536aa48a5d6e2e1b6ff9c25b370ae27b0e6c205f
verify_extracted,fpq_817,fpq,g_a1a72bbbfd1466ac,dev,0.0,0,2,1f17cfcdaaff70b4092cdc99ead73bcdf2e0b662e989e5d80d86b5f4588e18aa
verify_extracted,fpq_818,fpq,g_a1a72bbbfd1466ac,dev,0.0,0,3,b8189695abdde8396af8f7240505019ad57710e86ed4d5b8aa4e61f4a39f2c3b
verify_extracted,fpq_82,fpq,g_13a47a3e847a04f6,fit,0.05,0,5,d76b696b0d40dcecc79190b0fc82b018e49434410c04300e69f0befcc93dadef
verify_extracted,fpq_820,fpq,g_8308b02c35d2fd58,fit,0.05,0,2,714a5ca139154056b2798b66c2823e09d0f7e812448d94d28fdc156101832a86
verify_extracted,fpq_823,fpq,g_cdad56ce64e001c4,dev,0.0,0,2,cb4f5a32f5023bf04b0f2c51f8f082b2c692cae87163588e312b4ac731f229cc
verify_extracted,fpq_824,fpq,g_dec60e6529614579,fit,0.0,0,5,d63443ba6801c2f16595e5ed51dd7638ad9a9cfc3ebbe57a4cbd42fca21cae32
verify_extracted,fpq_827,fpq,g_fb918ca18dd653ae,dev,0.01,0,2,934ad10cab3e2e8f584128262de8f47c4ec6c714bf06b59d8eb87392a86115ec
verify_extracted,fpq_828,fpq,g_2b489445c1c9064f,test,0.0,0,5,4b01371d04ed5f49210bd9cffa5563dac251f4f4a0fcc60f60c9a47e2e8163a5
verify_extracted,fpq_829,fpq,g_2b489445c1c9064f,test,0.0,0,6,e789f621181dac18764f16a7731c593ba4b82b40d78a5455f8273bd9f4c5bca1
verify_extracted,fpq_830,fpq,g_aac68710f603cab3,dev,0.0,0,3,52fb9ac10873b5a1f56bb27f7a0b982851128b2daf4cae357aa5f8de83e8cf00
verify_extracted,fpq_831,fpq,g_aac68710f603cab3,dev,0.01,0,1,86a1d0ecb29c06692a8f7b4f013e0da19287bc28f37257ef12b04dc82b49602b
verify_extracted,fpq_832,fpq,g_4856ccb2444ee815,fit,0.01,0,1,59d84b37bd5cd6a5b25919de76b70c1533fc520f3df734e165acaa7276080de6
