method,id,set,group_id,gate_on
cot,fpq_750,fpq,g_50fa490ab9768889,1
cot,fpq_751,fpq,g_eb166e935eed5801,1
cot,fpq_753,fpq,g_e0c70ad838746da5,1
cot,fpq_754,fpq,g_b69fc8387174b628,1
cot,fpq_755,fpq,g_3d2bb1ca5fddfb2e,1
cot,fpq_76,fpq,g_b9bdc5e4663e46a5,1
cot,fpq_761,fpq,g_e92017decc3e369f,1
cot,fpq_762,fpq,g_e1113816a5288199,1
cot,fpq_763,fpq,g_bbc61a39746e49fc,1
cot,fpq_764,fpq,g_bbc61a39746e49fc,1
cot,fpq_77,fpq,g_b9bdc5e4663e46a5,1
cot,fpq_771,fpq,g_8f401a225532467d,1
cot,fpq_772,fpq,g_8f401a225532467d,1
cot,fpq_773,fpq,g_5ee72da23f515702,1
cot,fpq_774,fpq,g_5ee72da23f515702,1
cot,fpq_775,fpq,g_90bd6c6ed64dca89,1
cot,fpq_776,fpq,g_90bd6c6ed64dca89,1
cot,fpq_777,fpq,g_90bd6c6ed64dca89,1
cot,fpq_778,fpq,g_154cd22f42fd549b,0
cot,fpq_78,fpq,g_b9bdc5e4663e46a5,0
cot,fpq_780,fpq,g_74caadd15d94fa3e,1
cot,fpq_781,fpq,g_5ef26aca81075ee9,1
cot,fpq_789,fpq,g_8e3b98a6c1d1d8e5,1
cot,fpq_794,fpq,g_ec0536b04409d548,1
cot,fpq_797,fpq,g_331c7cc9179e1c1a,1
cot,fpq_798,fpq,g_331c7cc9179e1c1a,1
cot,fpq_799,fpq,g_530a5de630a03a77,0
cot,fpq_8,fpq,g_9d488808e645e145,1
cot,fpq_80,fpq,g_5cea8849e3d5e09d,1
cot,fpq_801,fpq,g_d9f855016027d449,1
cot,fpq_802,fpq,g_d9f855016027d449,1
cot,fpq_804,fpq,g_89b700dccbd81fab,0
cot,fpq_805,fpq,g_3e9a786a73765d70,1
cot,fpq_806,fpq,g_a3eb2eadc31e0867,0
cot,fpq_807,fpq,g_a3eb2eadc31e0867,1
cot,fpq_808,fpq,g_8d9454600169c6b2,1
cot,fpq_81,fpq,g_bf7120dde2b7a065,1
cot,fpq_813,fpq,g_0f9e2fb7a93c5c61,1
cot,fpq_814,fpq,g_0f9e2fb7a93c5c61,1
cot,fpq_817,fpq,g_a1a72bbbfd1466ac,1
cot,fpq_818,fpq,g_a1a72bbbfd1466ac,1
cot,fpq_82,fpq,g_13a47a3e847a04f6,1
cot,fpq_820,fpq,g_8308b02c35d2fd58,1
cot,fpq_823,fpq,g_cdad56ce64e001c4,1
cot,fpq_824,fpq,g_dec60e6529614579,1
cot,fpq_827,fpq,g_fb918ca18dd653ae,1
cot,fpq_828,fpq,g_2b489445c1c9064f,1
cot,fpq_829,fpq,g_2b489445c1c9064f,1
cot,fpq_830,fpq,g_aac68710f603cab3,1
cot,fpq_831,fpq,g_aac68710f603cab3,1
cot,fpq_832,fpq,g_4856ccb2444ee815,0
cot,fpq_833,fpq,g_669f7412c9f3f19b,1
cot,fpq_834,fpq,g_669f7412c9f3f19b,1
cot,fpq_835,fpq,g_11fde16f0c8cca46,1
cot,fpq_836,fpq,g_11fde16f0c8cca46,1
cot,fpq_837,fpq,g_11fde16f0c8cca46,0
cot,fpq_838,fpq,g_f92ddbcc1f634f0b,1
cot,fpq_839,fpq,g_f92ddbcc1f634f0b,1
cot,fpq_84,fpq,g_db45277df8b457d2,1
cot,fpq_840,fpq,g_3f937aaf8e8d8a35,1
cot,fpq_844,fpq,g_22c8588c92e14e07,1
cot,fpq_846,fpq,g_d009eb1ebebd1c8e,1
cot,fpq_847,fpq,g_d009eb1ebebd1c8e,0
cot,fpq_848,fpq,g_85d62e48f03c7a3c,1
cot,fpq_849,fpq,g_85d62e48f03c7a3c,1
cot,fpq_85,fpq,g_db45277df8b457d2,0
cot,fpq_850,fpq,g_85d62e48f03c7a3c,1
cot,fpq_851,fpq,g_7a2638904ead299e,1
cot,fpq_852,fpq,g_69ab39542ebedb58,1
cot,fpq_854,fpq,g_69ab39542ebedb58,1
cot,fpq_855,fpq,g_4e090a8e9a88d032,1
cot,fpq_858,fpq,g_a7e2f43f9dd68625,1
cot,fpq_859,fpq,g_8955d243852d149b,1
cot,fpq_860,fpq,g_8955d243852d149b,0
cot,fpq_861,fpq,g_f9e1c7fe82335874,0
cot,fpq_862,fpq,g_c29ea773317be5eb,1
cot,fpq_863,fpq,g_5f056dbe40531947,1
cot,fpq_864,fpq,g_5f056dbe40531947,1
cot,fpq_865,fpq,g_b9dbaf70b8b06d4b,1
cot,fpq_866,fpq,g_6231ce260b9add43,1
cot,fpq_869,fpq,g_11a21a27ad496bda,1
cot,fpq_87,fpq,g_846fcef047e655d9,1
cot,fpq_870,fpq,g_cc9afb0fc748923e,0
cot,fpq_871,fpq,g_cc9afb0fc748923e,1
cot,fpq_872,fpq,g_cc9afb0fc748923e,0
cot,fpq_88,fpq,g_0546ac634af40b22,1
cot,fpq_89,fpq,g_c385ff6e98a203cc,1
cot,fpq_9,fpq,g_5cea8849e3d5e09d,1
cot,fpq_90,fpq,g_c385ff6e98a203cc,0
cot,fpq_91,fpq,g_f73449782f83e067,1
cot,fpq_92,fpq,g_9e9ab7463642dd76,1
cot,fpq_94,fpq,g_a30fe563ea9cb798,0
cot,fpq_95,fpq,g_a30fe563ea9cb798,0
cot,fpq_96,fpq,g_bc782fff330561e5,1
cot,fpq_97,fpq,g_378a18daed031554,0
cot,fpq_98,fpq,g_378a18daed031554,1
cot,fpq_99,fpq,g_c0997e51d65d0496,1
cot,nfp_1000,nfp,g_b515ce473d61814c,1
cot,nfp_1001,nfp,g_2bb1095ecad09dfe,1
cot,nfp_1002,nfp,g_846c9d57d2496fe2,1
cot,nfp_1003,nfp,g_d511cbc4501333dc,0
cot,nfp_1004,nfp,g_ee7a062cb00ef613,0
cot,nfp_1005,nfp,g_37c348b0c4277481,1
cot,nfp_1006,nfp,g_297cdaa9fd66c13e,0
cot,nfp_1008,nfp,g_72dee60505a8a41c,1
cot,nfp_1009,nfp,g_049d816d1248bf38,1
cot,nfp_1010,nfp,g_17bff1c899a169da,1
cot,nfp_1011,nfp,g_905798f6469780ed,1
cot,nfp_1012,nfp,g_60a7d99c918bda2a,1
cot,nfp_1013,nfp,g_5e1b54921da2ee83,0
cot,nfp_1014,nfp,g_5c363e4c7adb64aa,1
cot,nfp_1015,nfp,g_5342ae3daa3c7434,1
cot,nfp_1016,nfp,g_67032c1bef5d96ac,1
cot,nfp_1017,nfp,g_90d87fd42f3e6ced,1
cot,nfp_1018,nfp,g_726e9e549f432cce,0
cot,nfp_1019,nfp,g_a0845f8eac299ae9,0
cot,nfp_1020,nfp,g_ddc65185bd88231a,1
cot,nfp_1021,nfp,g_4f8755aa476cd854,1
cot,nfp_1022,nfp,g_26fe02908f531fd6,1
cot,nfp_1023,nfp,g_74b9464b5d58a496,1
cot,nfp_1024,nfp,g_2acb1d96825bc240,1
cot,nfp_1025,nfp,g_38c5a119b8fda33d,0
cot,nfp_1026,nfp,g_0fa64114423bfadd,1
cot,nfp_1027,nfp,g_7487e207b7e38b3d,1
cot,nfp_1028,nfp,g_9d078dce2f08f4a2,1
cot,nfp_1029,nfp,g_5acdd4fa38837fab,1
cot,nfp_1030,nfp,g_ed494aefb6216f11,1
cot,nfp_1031,nfp,g_023287bf137a2d36,1
cot,nfp_1032,nfp,g_a69e35017720c04d,1
cot,nfp_1033,nfp,g_b0c4fc55867bae76,0
cot,nfp_1034,nfp,g_db7945e98518ed4c,1
cot,nfp_1035,nfp,g_8ad205d52532e606,0
cot,nfp_1036,nfp,g_09dead9591063a2b,0
cot,nfp_1037,nfp,g_ca05107d50dfbce2,1
cot,nfp_1038,nfp,g_590237bec7270dc8,0
cot,nfp_1039,nfp,g_b2741745864ec3c4,0
cot,nfp_1040,nfp,g_3cc46a35063d98d8,0
cot,nfp_1041,nfp,g_e0d1d4f7260b07d8,0
cot,nfp_1042,nfp,g_6a51bd12bb30c2cf,1
cot,nfp_1043,nfp,g_875024c3f522bef3,1
cot,nfp_1044,nfp,g_77fdd807ddb682e3,0
cot,nfp_1045,nfp,g_6999d719e7f404f9,1
cot,nfp_1046,nfp,g_2cb3ada3e6d7ab34,0
cot,nfp_1047,nfp,g_ea8b0e7382fc2ca4,1
cot,nfp_1048,nfp,g_72672c52bf3b6500,1
cot,nfp_1049,nfp,g_2e4529a696711a47,1
cot,nfp_1050,nfp,g_0274515d395819f7,0
cot,nfp_1051,nfp,g_72ce52bdee35ee7d,0
cot,nfp_1052,nfp,g_17576a9ee980b82a,1
cot,nfp_1053,nfp,g_82305c525bae71ce,0
cot,nfp_1054,nfp,g_63fa60e7792ecec4,1
cot,nfp_1055,nfp,g_85b63d80433b4780,1
cot,nfp_1056,nfp,g_3f970328bf6a67c4,1
cot,nfp_1057,nfp,g_f43aeb570f6a70be,1
cot,nfp_1058,nfp,g_ffb0c5b426cf1395,0
cot,nfp_1059,nfp,g_f409d19c9daf239d,0
cot,nfp_1060,nfp,g_1bcd350208021c58,1
cot,nfp_1061,nfp,g_73e75fd31cb22d00,1
cot,nfp_1062,nfp,g_ea335c6cbe720637,1
cot,nfp_1063,nfp,g_2fbf542ba550b425,1
cot,nfp_1064,nfp,g_ef572b88daf1e529,0
cot,nfp_1065,nfp,g_0de106ae331b0bd0,0
cot,nfp_1066,nfp,g_22a17f7a411a59ba,0
cot,nfp_1067,nfp,g_0a1f2f733e8d5f67,0
cot,nfp_1068,nfp,g_ccb6d08a1a1c39d0,1
cot,nfp_1069,nfp,g_681e4c84f5e024df,1
cot,nfp_1070,nfp,g_0ba0a7f95dae4a27,0
cot,nfp_1071,nfp,g_eac780faee7c861c,0
cot,nfp_1072,nfp,g_d96f348ae6ac86dc,1
cot,nfp_1073,nfp,g_141872196da1af1e,1
cot,nfp_1074,nfp,g_e2500c50726bc97d,1
cot,nfp_1075,nfp,g_fd82b773057129b5,1
cot,nfp_1076,nfp,g_79d1944fc789fc24,1
cot,nfp_1077,nfp,g_d67551f50be2afbf,1
cot,nfp_1078,nfp,g_ebdbe98d9e748ebc,1
cot,nfp_1079,nfp,g_b067fbc42e1b96d0,1
cot,nfp_1080,nfp,g_89dc9c3367d53304,1
cot,nfp_1081,nfp,g_c562c518282b0383,1
cot,nfp_1082,nfp,g_3efab1e679bd95d7,1
cot,nfp_1083,nfp,g_37db5c7cd4009473,1
cot,nfp_1084,nfp,g_d8500b15bfb5d0f1,0
cot,nfp_1085,nfp,g_f87b03c409b490f9,0
cot,nfp_1086,nfp,g_54419292364e7e16,0
cot,nfp_1087,nfp,g_d644ff903573f577,1
cot,nfp_1088,nfp,g_7cbb865a72ea4512,1
cot,nfp_1089,nfp,g_bd1dc50cd81dce8b,1
cot,nfp_1090,nfp,g_a821a3e2c0cf44ca,0
cot,nfp_1091,nfp,g_fda86c97edf476e0,1
cot,nfp_1092,nfp,g_7f869cb0ede4ccc6,1
cot,nfp_1093,nfp,g_c133e7884ff15bf3,1
cot,nfp_1094,nfp,g_11239780ec2ad095,1
cot,nfp_1095,nfp,g_309e738949b151ec,0
cot,nfp_1096,nfp,g_463dd570c542a130,1
cot,nfp_1097,nfp,g_a04b51042e579fcb,1
cot,nfp_1098,nfp,g_a7e4fdd453e66b64,1
cot,nfp_1099,nfp,g_871c24732bb05933,0
cot,nfp_1100,nfp,g_e5c94b0361279024,0
cot,nfp_1101,nfp,g_3fd7f6000501b9ed,1
cot,nfp_1102,nfp,g_c43ae36246c19be8,0
cot,nfp_1103,nfp,g_adb65923e7a2611b,0
cot,nfp_1104,nfp,g_88ada7b4e9558cff,0
cot,nfp_1105,nfp,g_7e8e236fa353b582,1
cot,nfp_1106,nfp,g_d1263135930dd9d8,0
cot,nfp_1107,nfp,g_6f7f645166a77d05,1
cot,nfp_1108,nfp,g_406cb31e3788a5ac,1
cot,nfp_1109,nfp,g_fea7f11d2e3a626a,0
cot,nfp_1110,nfp,g_d5b84d54263328d5,0
cot,nfp_1111,nfp,g_5480d248f19133f5,0
cot,nfp_1112,nfp,g_d7ea6f3465db8b63,1
cot,nfp_1113,nfp,g_b659e249edfbdf68,1
cot,nfp_1114,nfp,g_f021a8f45ac5359f,0
cot,nfp_1115,nfp,g_40a4d591e83e7e74,1
cot,nfp_1116,nfp,g_96e01a3e504ed5c1,1
cot,nfp_1117,nfp,g_39b994016d05ec50,1
cot,nfp_1118,nfp,g_c0ba83e99d5b9beb,0
cot,nfp_1119,nfp,g_97a93a9aa5c8200a,1
cot,nfp_1120,nfp,g_09f6b6e2f8976aa1,1
cot,nfp_1121,nfp,g_ef0538784fe1ffc5,1
cot,nfp_1122,nfp,g_253b77749d3b7958,1
cot,nfp_1123,nfp,g_ab900b3c65c6fd0f,0
cot,nfp_1124,nfp,g_df1414fe7d9fb750,1
cot,nfp_1125,nfp,g_18b376e84af637f3,1
cot,nfp_1126,nfp,g_957401aca986fdbb,1
cot,nfp_1127,nfp,g_1fc0d35e2372953f,1
cot,nfp_1128,nfp,g_c03ce4015a3ba730,0
cot,nfp_1129,nfp,g_39253ec30588d028,1
cot,nfp_1130,nfp,g_c62b909623a22334,1
cot,nfp_1131,nfp,g_a5798a99de5831d0,1
cot,nfp_1132,nfp,g_ea9dae93fa9530a2,1
cot,nfp_1133,nfp,g_3768a7d9c374e060,1
cot,nfp_1134,nfp,g_494d451eb99fad4b,1
cot,nfp_1135,nfp,g_2aebf16024eaf22c,1
cot,nfp_1136,nfp,g_7c14b2b4d84cee2f,1
cot,nfp_1137,nfp,g_9ba118a134d88e59,0
cot,nfp_1138,nfp,g_260386fe3ee7c7f6,0
cot,nfp_1139,nfp,g_61f0226e4520c63c,1
cot,nfp_1140,nfp,g_e877b34361cd93f1,1
cot,nfp_1141,nfp,g_1e7c9dc5e4b83795,0
cot,nfp_1142,nfp,g_39f621c8085e4c8d,1
cot,nfp_1143,nfp,g_2583f3f881a97214,1
cot,nfp_1144,nfp,g_aeae73a3fb6f4db8,0
cot,nfp_1145,nfp,g_9cc0beeafd47f952,0
cot,nfp_1146,nfp,g_27cc601d9bd91fc4,0
cot,nfp_1147,nfp,g_b907a80c42330a9e,1
cot,nfp_1148,nfp,g_d0ebc3705e830e29,1
cot,nfp_1149,nfp,g_a5819042ea243e01,0
direct,fpq_0,fpq,g_c1ffacffb4788c0f,1
direct,fpq_10,fpq,g_9d7d75a393bdae8d,0
direct,fpq_100,fpq,g_c0997e51d65d0496,0
direct,fpq_101,fpq,g_a123af131f86bff4,0
direct,fpq_102,fpq,g_b90ce2335181429d,1
direct,fpq_103,fpq,g_2a5a6ba709d1e6ba,1
direct,fpq_105,fpq,g_ec056b6d089273ff,0
direct,fpq_106,fpq,g_3cf0e37d5cc8e4c7,0
direct,fpq_107,fpq,g_5259300d91a12b52,1
direct,fpq_108,fpq,g_7680854e5870d6a8,0
direct,fpq_109,fpq,g_301c7d61ec58c026,0
direct,fpq_11,fpq,g_9d7d75a393bdae8d,1
direct,fpq_110,fpq,g_aa56a97d51214254,0
direct,fpq_111,fpq,g_1c2c52fa313ede3f,1
direct,fpq_112,fpq,g_879787cb22d42c3c,1
direct,fpq_113,fpq,g_19560cae4bb38fd5,1
direct,fpq_114,fpq,g_19560cae4bb38fd5,0
direct,fpq_115,fpq,g_4ef5f78c47d2ac9a,1
direct,fpq_116,fpq,g_1df5c809ca4cda6e,0
direct,fpq_12,fpq,g_9d7d75a393bdae8d,1
direct,fpq_120,fpq,g_3fb9a79c10c3fa86,1
direct,fpq_121,fpq,g_a004f0219676686b,1
direct,fpq_122,fpq,g_8959d577de788314,1
direct,fpq_123,fpq,g_8959d577de788314,0
direct,fpq_124,fpq,g_e2d68552015e18cb,0
direct,fpq_125,fpq,g_ae1f993609e0900e,1
direct,fpq_126,fpq,g_a41667cd357f463a,1
direct,fpq_127,fpq,g_42420d5cc72330bd,1
direct,fpq_128,fpq,g_8428aa2091ed4e7b,1
direct,fpq_129,fpq,g_60f23bee598c8a90,1
direct,fpq_13,fpq,g_33ec048c88198b1f,0
direct,fpq_130,fpq,g_60f23bee598c8a90,0
direct,fpq_131,fpq,g_bb3764790e6c2dc6,1
direct,fpq_133,fpq,g_bb3764790e6c2dc6,1
direct,fpq_134,fpq,g_bb3764790e6c2dc6,1
direct,fpq_135,fpq,g_bb3764790e6c2dc6,1
direct,fpq_136,fpq,g_26c337973a2f5ce8,1
direct,fpq_137,fpq,g_b12e6db2bc0d7d79,0
direct,fpq_138,fpq,g_44f5cd810df0d346,0
direct,fpq_139,fpq,g_a4f8a8e72b9e76b4,0
direct,fpq_14,fpq,g_33ec048c88198b1f,1
direct,fpq_140,fpq,g_97e33d338b97afcd,1
direct,fpq_141,fpq,g_c76ca195098fc516,1
direct,fpq_142,fpq,g_4b774c3ac99a8ba1,1
direct,fpq_143,fpq,g_6e51e9ca91a6b310,0
direct,fpq_144,fpq,g_6e51e9ca91a6b310,1
direct,fpq_145,fpq,g_cbd8e06081de3089,1
direct,fpq_146,fpq,g_cbd8e06081de3089,1
direct,fpq_147,fpq,g_cbd8e06081de3089,1
direct,fpq_148,fpq,g_cbd8e06081de3089,1
direct,fpq_149,fpq,g_f2bcd9d2bd1368c5,1
direct,fpq_15,fpq,g_bf7120dde2b7a065,0
direct,fpq_152,fpq,g_b825b5f2564f6566,0
direct,fpq_153,fpq,g_b825b5f2564f6566,0
direct,fpq_155,fpq,g_e2560f21ed8b4e5b,0
direct,fpq_156,fpq,g_114ce7da3672d3c4,1
direct,fpq_157,fpq,g_cbd8e06081de3089,1
direct,fpq_158,fpq,g_cbd8e06081de3089,1
direct,fpq_159,fpq,g_e7e954d0b1a2d7b7,0
direct,fpq_16,fpq,g_e49099b5a9af7fe5,1
direct,fpq_160,fpq,g_6a2cab99d0c153e5,0
direct,fpq_163,fpq,g_7a7d282b958f2563,0
direct,fpq_164,fpq,g_63b9cf63c154dc5d,0
direct,fpq_165,fpq,g_543e733353e62deb,0
direct,fpq_166,fpq,g_bf573c2922a5f433,0
direct,fpq_167,fpq,g_bf573c2922a5f433,0
direct,fpq_168,fpq,g_2de0355108a13af1,0
direct,fpq_169,fpq,g_387557522a3aaca9,1
direct,fpq_17,fpq,g_e49099b5a9af7fe5,1
direct,fpq_170,fpq,g_387557522a3aaca9,1
direct,fpq_173,fpq,g_5e7c0751a50b4597,1
direct,fpq_174,fpq,g_262103bde855ebbb,1
direct,fpq_175,fpq,g_614ac7f0c4db59da,1
direct,fpq_176,fpq,g_cffe4000b1433224,0
direct,fpq_177,fpq,g_cffe4000b1433224,0
direct,fpq_178,fpq,g_cffe4000b1433224,1
direct,fpq_179,fpq,g_cffe4000b1433224,0
direct,fpq_18,fpq,g_db45277df8b457d2,0
direct,fpq_180,fpq,g_27cdcf98645f7331,0
direct,fpq_181,fpq,g_d8d1c195dfeca667,0
direct,fpq_182,fpq,g_d8d1c195dfeca667,1
direct,fpq_184,fpq,g_d8d1c195dfeca667,0
direct,fpq_185,fpq,g_09389edfbb93b248,1
direct,fpq_186,fpq,g_09389edfbb93b248,1
direct,fpq_188,fpq,g_b6504c084e04c1f2,1
direct,fpq_189,fpq,g_d8f0374a6b381463,1
direct,fpq_19,fpq,g_8124cae742b6aad4,1
direct,fpq_190,fpq,g_d8f0374a6b381463,1
direct,fpq_191,fpq,g_65a55fbfe45cf18c,0
direct,fpq_192,fpq,g_65a55fbfe45cf18c,0
direct,fpq_193,fpq,g_39287edc0e777ece,1
direct,fpq_194,fpq,g_f1487773f21856e6,0
direct,fpq_195,fpq,g_f1487773f21856e6,0
direct,fpq_196,fpq,g_d7e07c720ab6c76f,0
direct,fpq_197,fpq,g_485ec2fd456f4df7,1
direct,fpq_198,fpq,g_f345a4475fa51f95,1
direct,fpq_2,fpq,g_b307d148060aeba9,0
direct,fpq_20,fpq,g_8124cae742b6aad4,1
direct,fpq_200,fpq,g_81e00db328a19a38,1
direct,fpq_201,fpq,g_81e00db328a19a38,1
direct,fpq_202,fpq,g_9e56296cfa23f1e7,0
direct,fpq_204,fpq,g_9dd8d2fc49205f38,0
direct,fpq_205,fpq,g_15c6fe97d8e2f6e0,0
direct,fpq_206,fpq,g_15c6fe97d8e2f6e0,1
direct,fpq_207,fpq,g_15c6fe97d8e2f6e0,1
direct,fpq_208,fpq,g_6595cb9cf7dd268d,0
direct,fpq_21,fpq,g_8124cae742b6aad4,0
direct,fpq_216,fpq,g_ba345732bf0da6e5,0
direct,fpq_217,fpq,g_f6c91e0f72eb5194,1
direct,fpq_218,fpq,g_f6c91e0f72eb5194,0
direct,fpq_219,fpq,g_f6c91e0f72eb5194,0
direct,fpq_22,fpq,g_158a89f5efc1c650,1
direct,fpq_220,fpq,g_e88d95fcd902f167,0
direct,fpq_221,fpq,g_355ddd3fdc98bf5b,0
direct,fpq_222,fpq,g_884e56b99d8764d7,1
direct,fpq_223,fpq,g_ea3b58fed498a2f5,1
direct,fpq_224,fpq,g_5d198dc87f6265c9,1
direct,fpq_225,fpq,g_702204dfce746542,0
direct,fpq_226,fpq,g_306c413840376c8c,1
direct,fpq_227,fpq,g_0243a11f53c40470,0
direct,fpq_228,fpq,g_0243a11f53c40470,1
direct,fpq_229,fpq,g_bb84c04480c36968,1
direct,fpq_23,fpq,g_e9ef70af37257443,0
direct,fpq_230,fpq,g_a1de105f42d2030f,1
direct,fpq_231,fpq,g_a1de105f42d2030f,0
direct,fpq_232,fpq,g_a1de105f42d2030f,1
direct,fpq_233,fpq,g_a1de105f42d2030f,1
direct,fpq_234,fpq,g_a1de105f42d2030f,1
direct,fpq_236,fpq,g_c18b37c73a9e6d5f,0
direct,fpq_237,fpq,g_c18b37c73a9e6d5f,1
direct,fpq_238,fpq,g_c18b37c73a9e6d5f,1
direct,fpq_239,fpq,g_ed0f1d38c4159510,1
direct,fpq_24,fpq,g_846fcef047e655d9,1
direct,fpq_240,fpq,g_ed0f1d38c4159510,1
direct,fpq_241,fpq,g_3dd398a61fb84167,0
direct,fpq_244,fpq,g_d180357230a9e381,1
direct,fpq_245,fpq,g_851c78024fbdf837,0
direct,fpq_246,fpq,g_b60861031335942c,1
direct,fpq_247,fpq,g_5bbb16d8d84399dc,1
direct,fpq_248,fpq,g_8c556995ab534f4a,1
direct,fpq_249,fpq,g_8c556995ab534f4a,1
direct,fpq_25,fpq,g_2fa6e5ef34e0df75,1
direct,fpq_250,fpq,g_3a639c3577edbd5d,1
direct,fpq_251,fpq,g_3a639c3577edbd5d,0
direct,fpq_252,fpq,g_968ca6cdf6cf36dc,0
direct,fpq_253,fpq,g_968ca6cdf6cf36dc,1
direct,fpq_254,fpq,g_968ca6cdf6cf36dc,1
direct,fpq_255,fpq,g_c0997e51d65d0496,0
direct,fpq_256,fpq,g_c0997e51d65d0496,0
direct,fpq_257,fpq,g_bf7120dde2b7a065,0
direct,fpq_258,fpq,g_bf7120dde2b7a065,1
direct,fpq_259,fpq,g_f1911448fada53f3,0
direct,fpq_26,fpq,g_2fa6e5ef34e0df75,0
direct,fpq_260,fpq,g_f1911448fada53f3,1
direct,fpq_261,fpq,g_a123af131f86bff4,0
direct,fpq_262,fpq,g_5c82a064d84d0134,1
direct,fpq_263,fpq,g_056696697b597850,1
direct,fpq_264,fpq,g_056696697b597850,1
direct,fpq_265,fpq,g_e784d5f2127d8f1d,0
direct,fpq_266,fpq,g_e784d5f2127d8f1d,1
direct,fpq_267,fpq,g_f7c82ade31e0e73d,0
direct,fpq_268,fpq,g_406d9d9dcd2cb2f9,1
direct,fpq_269,fpq,g_406d9d9dcd2cb2f9,1
direct,fpq_27,fpq,g_2fa6e5ef34e0df75,1
direct,fpq_270,fpq,g_406d9d9dcd2cb2f9,1
direct,fpq_271,fpq,g_406d9d9dcd2cb2f9,1
direct,fpq_272,fpq,g_ef72aa0ca82e4d3d,1
direct,fpq_273,fpq,g_15c6fe97d8e2f6e0,1
direct,fpq_274,fpq,g_5774dd35ca3698fa,1
direct,fpq_275,fpq,g_db97c68cc2b3b713,1
direct,fpq_276,fpq,g_db97c68cc2b3b713,0
direct,fpq_277,fpq,g_9e56296cfa23f1e7,1
direct,fpq_278,fpq,g_e0d834f6f79bbf5c,0
direct,fpq_279,fpq,g_e0d834f6f79bbf5c,1
direct,fpq_28,fpq,g_c385ff6e98a203cc,1
direct,fpq_283,fpq,g_36707ae922bbc364,0
direct,fpq_285,fpq,g_5bbb16d8d84399dc,0
direct,fpq_286,fpq,g_8d6092632f196a3a,1
direct,fpq_287,fpq,g_8d6092632f196a3a,1
direct,fpq_288,fpq,g_aa9899578ba69e6c,1
direct,fpq_289,fpq,g_5529ea8bb29fa770,0
direct,fpq_29,fpq,g_c385ff6e98a203cc,1
direct,fpq_290,fpq,g_5529ea8bb29fa770,0
direct,fpq_291,fpq,g_5529ea8bb29fa770,1
direct,fpq_292,fpq,g_b32ab8ff142226e5,1
direct,fpq_293,fpq,g_f52bbf2446ee723e,1
direct,fpq_294,fpq,g_f52bbf2446ee723e,1
direct,fpq_295,fpq,g_b927c8cae6c10337,0
direct,fpq_296,fpq,g_f85a9e0ea828ee7c,0
direct,fpq_297,fpq,g_504c34b31263b847,0
direct,fpq_3,fpq,g_b307d148060aeba9,1
direct,fpq_30,fpq,g_1e745f346e4cb3e7,1
direct,fpq_302,fpq,g_ec9eab80a9121176,0
direct,fpq_303,fpq,g_ec9eab80a9121176,1
direct,fpq_304,fpq,g_ec9eab80a9121176,1
direct,fpq_305,fpq,g_7a965a3904fbae5f,0
direct,fpq_306,fpq,g_468608d58bc90e84,0
direct,fpq_307,fpq,g_468608d58bc90e84,1
direct,fpq_308,fpq,g_cbd8e06081de3089,1
direct,fpq_309,fpq,g_f2bcd9d2bd1368c5,0
direct,fpq_31,fpq,g_f73449782f83e067,1
direct,fpq_311,fpq,g_766dce1707ed55b2,1
direct,fpq_312,fpq,g_bdbdf9f140ffb344,0
direct,fpq_313,fpq,g_bdbdf9f140ffb344,1
direct,fpq_314,fpq,g_84efe198abe92564,0
direct,fpq_315,fpq,g_84efe198abe92564,0
direct,fpq_316,fpq,g_84efe198abe92564,0
direct,fpq_317,fpq,g_84efe198abe92564,0
direct,fpq_318,fpq,g_55ee87d27c3022bf,1
direct,fpq_319,fpq,g_55ee87d27c3022bf,0
direct,fpq_32,fpq,g_f73449782f83e067,0
direct,fpq_320,fpq,g_55ee87d27c3022bf,1
direct,fpq_321,fpq,g_e282fdd2a4f8b7c6,0
direct,fpq_325,fpq,g_ffe598021a0591dd,0
direct,fpq_326,fpq,g_cb299384268e8412,0
direct,fpq_327,fpq,g_7c6e8dcf510c5f13,0
direct,fpq_33,fpq,g_f73449782f83e067,1
direct,fpq_336,fpq,g_8a534c8ebcc2d2de,0
direct,fpq_34,fpq,g_a30fe563ea9cb798,1
direct,fpq_342,fpq,g_2a323114ccaebfc6,1
direct,fpq_343,fpq,g_38218b79b5b3af5f,1
direct,fpq_344,fpq,g_22b393415a594064,0
direct,fpq_348,fpq,g_4c7025811dc482c2,1
direct,fpq_35,fpq,g_a30fe563ea9cb798,0
direct,fpq_350,fpq,g_44163c72fa9d592b,0
direct,fpq_353,fpq,g_72ed5e4b9cc54d50,0
direct,fpq_354,fpq,g_72ed5e4b9cc54d50,0
direct,fpq_357,fpq,g_1e47b984d6fb115d,1
direct,fpq_358,fpq,g_1e47b984d6fb115d,1
direct,fpq_359,fpq,g_d28854be1aad3c97,1
direct,fpq_36,fpq,g_a30fe563ea9cb798,0
direct,fpq_361,fpq,g_a9acc1858fdfd3e2,1
direct,fpq_362,fpq,g_a9acc1858fdfd3e2,0
direct,fpq_366,fpq,g_4b5a70640e1e6f24,0
direct,fpq_368,fpq,g_47e3c8f03cbeb7a8,0
direct,fpq_37,fpq,g_ec608379b16075b5,1
direct,fpq_376,fpq,g_02b9908384cf1d51,1
